TEIL;FA;COUNT;MIN;MAX;AVG;MIN_O;MAX_O;AVG_O
C;9500;100;417000;1973000;498100.00;1;1;1.00
C;6543;97;433000;2337000;563948.45;1;2;1.01
C;9198;101;386000;2346000;528019.80;1;2;1.01
C;9585;97;417000;2558000;568360.82;1;1;1.00
C;7104;96;517000;2330000;673666.67;1;1;1.00
C;7404;100;555000;2850000;734150.00;1;1;1.00
C;9502;101;416000;1718000;493683.17;1;2;1.01
C;6474;101;423000;3195000;649346.53;1;2;1.01
C;5782;99;613000;2756000;797383.84;1;2;1.01
C;5856;98;615000;2434000;763214.29;1;1;1.00
C;5927;99;623000;3582000;821131.31;1;1;1.00
C;5853;100;618000;1698000;695980.00;1;1;1.00
C;9105;100;374000;2964000;557020.00;1;1;1.00
C;5700;100;606000;1897000;692590.00;1;1;1.00
C;9592;100;418000;1792000;518980.00;1;1;1.00
C;7412;97;549000;2638000;721804.12;1;1;1.00
C;7493;100;423000;2276000;572730.00;1;1;1.00
C;8549;100;458000;1442000;534170.00;1;1;1.00
C;8646;100;409000;2898000;571770.00;1;1;1.00
C;6843;96;470000;3430000;658927.08;1;1;1.00
C;7491;100;423000;1268000;503120.00;1;1;1.00
C;8552;101;467000;1553000;533693.07;1;2;1.01
C;8098;98;424000;837000;472928.57;1;1;1.00
C;9388;97;396000;958000;460845.36;1;1;1.00
C;8446;100;455000;2610000;547860.00;1;1;1.00
C;8545;100;404000;1469000;467150.00;1;1;1.00
C;7920;101;407000;3204000;573594.06;1;2;1.01
C;5846;103;615000;2298000;765135.92;1;2;1.01
C;7324;92;551000;3393000;738021.74;1;1;1.00
C;8439;100;456000;2015000;585870.00;1;1;1.00
C;7571;100;418000;1128000;489400.00;1;1;1.00
C;8095;100;424000;2464000;567860.00;1;2;1.01
C;8017;100;405000;1312000;505250.00;1;2;1.01
C;6012;101;375000;2674000;666039.60;1;1;1.00
C;9689;100;418000;1334000;507400.00;1;2;1.02
C;8019;100;401000;2269000;538180.00;1;1;1.00
C;6472;102;423000;1754000;599156.86;1;2;1.04
C;5770;102;609000;2123000;736049.02;1;2;1.01
C;7492;98;413000;2865000;582020.41;1;1;1.00
C;9308;98;398000;998000;453173.47;1;1;1.00
C;8724;100;421000;3245000;522310.00;1;1;1.00
C;8811;100;431000;1365000;498310.00;1;1;1.00
C;8711;100;411000;1977000;510580.00;1;1;1.00
C;5781;102;611000;2213000;747117.65;1;2;1.02
C;7032;98;512000;3118000;829448.98;1;1;1.00
C;7401;100;555000;1928000;662410.00;1;2;1.01
C;8014;100;416000;2187000;530110.00;1;1;1.00
C;8913;100;431000;2271000;555510.00;1;1;1.00
C;7828;100;450000;3084000;621730.00;1;1;1.00
C;9590;101;414000;3531000;622752.48;1;2;1.01
C;7103;95;527000;3268000;741242.11;1;1;1.00
C;9110;100;380000;2793000;464260.00;1;1;1.00
C;6307;100;386000;2884000;540120.00;1;1;1.00
C;6918;98;487000;1002000;625336.73;1;1;1.00
C;8011;100;413000;2656000;509370.00;1;1;1.00
C;7762;100;458000;2472000;644680.00;1;1;1.00
C;8816;100;421000;2561000;567940.00;1;1;1.00
C;6306;100;385000;2476000;540160.00;1;1;1.00
C;9680;100;430000;3296000;551070.00;1;1;1.00
C;8247;100;441000;2420000;590350.00;1;1;1.00
C;9019;101;440000;3251000;603356.44;1;2;1.03
C;7925;100;472000;766000;508860.00;1;1;1.00
C;6836;100;480000;2555000;606220.00;1;1;1.00
C;7918;100;473000;1777000;584510.00;1;1;1.00
C;8536;100;467000;1889000;538910.00;1;1;1.00
C;6081;100;373000;2276000;550050.00;1;1;1.00
C;9026;100;368000;1049000;456760.00;1;1;1.00
C;5699;101;605000;1798000;724891.09;1;2;1.03
C;8815;100;426000;2232000;528520.00;1;1;1.00
C;9208;100;387000;915000;442690.00;1;1;1.00
C;9398;100;404000;1879000;475080.00;1;1;1.00
C;7655;100;427000;2540000;548990.00;1;1;1.00
C;5769;100;604000;3135000;780070.00;1;1;1.00
C;7751;100;445000;2235000;540410.00;1;1;1.00
C;7321;97;537000;1875000;635000.00;1;1;1.00
C;8250;98;445000;957000;527397.96;1;1;1.00
C;6614;101;450000;3372000;662821.78;1;2;1.02
C;7753;98;443000;1528000;509704.08;1;1;1.00
C;7163;100;522000;2279000;648550.00;1;1;1.00
C;8104;100;423000;2216000;587010.00;1;1;1.00
C;7754;99;443000;2851000;621494.95;1;1;1.00
C;7409;98;553000;1474000;634224.49;1;1;1.00
C;6161;98;382000;1461000;533704.08;1;1;1.00
C;7569;100;434000;992000;493560.00;1;1;1.00
C;6759;100;475000;3359000;626740.00;1;1;1.00
C;8818;100;423000;2502000;550120.00;1;1;1.00
C;6546;101;429000;3119000;563594.06;1;1;1.00
C;8921;99;434000;1043000;480292.93;1;1;1.00
C;6166;98;381000;2515000;537357.14;1;1;1.00
C;9180;35;370000;2200000;572914.29;1;2;1.03
C;5689;89;600000;1906000;707674.16;1;1;1.00
C;6970;100;489000;3260000;643160.00;1;1;1.00
C;6011;100;617000;2190000;789570.00;1;1;1.00
C;9306;102;393000;3355000;650745.10;1;2;1.02
C;8175;100;430000;2793000;552790.00;1;1;1.00
C;7160;96;533000;1113000;603854.17;1;1;1.00
C;8169;100;431000;881000;478100.00;1;1;1.00
C;9109;100;380000;1810000;448500.00;1;1;1.00
C;7831;98;464000;1053000;521071.43;1;1;1.00
C;9597;95;421000;2038000;529768.42;1;1;1.00
C;8237;100;433000;1829000;521720.00;1;1;1.00
C;6076;100;370000;2094000;460410.00;1;1;1.00
C;6752;100;477000;2776000;603960.00;1;1;1.00
C;9296;100;389000;2464000;528370.00;1;1;1.00
C;6916;94;482000;2717000;664744.68;1;1;1.00
C;7040;97;511000;3536000;621164.95;1;1;1.00
C;6230;100;391000;1562000;557780.00;1;1;1.00
C;7245;99;534000;1962000;680494.95;1;2;1.01
C;8240;98;433000;2348000;689295.92;1;1;1.00
C;6751;98;474000;2977000;621193.88;1;1;1.00
C;6013;100;375000;2102000;470450.00;1;1;1.00
C;8712;100;418000;2625000;516630.00;1;1;1.00
C;7574;100;415000;3533000;629030.00;1;1;1.00
C;8103;99;424000;2869000;550848.48;1;1;1.00
C;8093;98;419000;3115000;594734.69;1;1;1.00
C;7565;100;422000;3035000;552320.00;1;1;1.00
C;7330;100;549000;2510000;652580.00;1;1;1.00
C;7246;98;533000;2005000;671020.41;1;1;1.00
C;6087;101;370000;2340000;529376.24;1;2;1.01
C;8346;97;435000;1337000;484402.06;1;1;1.00
C;8908;98;426000;1815000;519602.04;1;1;1.00
C;8554;100;463000;2866000;584910.00;1;1;1.00
C;8551;101;465000;858000;524990.10;1;2;1.01
C;8997;100;437000;941000;482650.00;1;1;1.00
D;6574;98;280000;2231000;459469.39;1;1;1.00
D;8477;100;289000;1156000;368050.00;1;1;1.00
D;5804;99;338000;2456000;539020.20;1;1;1.00
D;6493;100;270000;2644000;456500.00;1;1;1.00
D;8584;98;290000;1238000;407275.51;1;1;1.00
D;8845;101;290000;2781000;413227.72;1;2;1.01
D;7887;100;292000;2242000;414280.00;1;1;1.00
D;7951;100;278000;3357000;489700.00;1;1;1.00
D;8125;98;286000;1719000;389591.84;1;1;1.00
D;5803;100;333000;2188000;535820.00;1;2;1.02
D;7778;96;287000;3227000;468666.67;1;1;1.00
D;8752;98;288000;1575000;442846.94;1;1;1.00
D;6329;101;306000;1630000;466613.86;1;2;1.01
D;9134;100;288000;3152000;386800.00;1;1;1.00
D;8276;99;289000;2656000;479707.07;1;1;1.00
D;6779;101;281000;2216000;423801.98;1;2;1.01
D;7955;100;284000;2873000;589530.00;1;2;1.02
D;8274;92;286000;2013000;491771.74;1;1;1.00
D;8370;95;291000;2734000;470368.42;1;1;1.00
D;5874;99;334000;2909000;591939.39;1;2;1.01
D;5722;103;329000;2516000;581825.24;1;2;1.03
D;7954;100;291000;2252000;415460.00;1;1;1.00
D;6866;100;219000;2619000;502590.00;1;2;1.01
D;7687;99;291000;3223000;510858.59;1;2;1.01
D;8848;100;301000;2724000;485210.00;1;1;1.00
D;7194;100;292000;1480000;422740.00;1;3;1.03
D;9131;98;273000;2400000;421540.82;1;2;1.02
D;6492;100;281000;2374000;438260.00;1;1;1.00
D;8667;102;296000;2494000;469401.96;1;2;1.02
D;6869;99;224000;2661000;623131.31;1;2;1.03
D;7057;98;276000;3364000;601969.39;1;1;1.00
D;9136;101;275000;3270000;630029.70;1;2;1.01
D;6933;100;285000;1844000;475620.00;1;1;1.00
D;7779;101;287000;2113000;472297.03;1;2;1.01
D;7599;100;285000;2252000;481320.00;1;1;1.00
D;6785;102;292000;2925000;544431.37;1;2;1.01
D;6932;100;282000;2888000;502120.00;1;1;1.00
D;7846;96;291000;2209000;405083.33;1;1;1.00
D;7351;98;290000;3013000;457510.20;1;1;1.00
D;9133;99;286000;2817000;497494.95;1;2;1.01
D;8372;102;289000;1313000;405519.61;1;2;1.03
D;9227;105;286000;2389000;439114.29;1;2;1.05
D;6253;99;326000;3199000;522383.84;1;2;1.01
D;7275;99;288000;3331000;550363.64;1;2;1.02
D;6491;101;282000;2807000;637277.23;1;2;1.02
D;7514;98;293000;1955000;432438.78;1;1;1.00
D;7948;99;285000;1582000;362959.60;1;1;1.00
D;9233;100;301000;2395000;421790.00;1;1;1.00
D;8197;100;288000;1162000;370970.00;1;1;1.00
D;7354;100;290000;2138000;423460.00;1;1;1.00
D;5799;100;330000;2768000;571420.00;1;1;1.00
D;9422;98;301000;3555000;668765.31;1;1;1.00
D;8194;98;276000;1647000;415755.10;1;1;1.00
D;9423;101;299000;3344000;591366.34;1;2;1.01
D;6576;98;281000;2438000;399948.98;1;1;1.00
D;6411;98;294000;2048000;499122.45;1;1;1.00
D;9707;100;274000;1957000;418120.00;1;1;1.00
D;6408;101;294000;2936000;497920.79;1;2;1.01
D;6992;98;287000;3335000;510755.10;1;1;1.00
D;7436;102;286000;2188000;590000.00;1;2;1.02
D;9132;98;286000;2775000;464744.90;1;1;1.00
D;9706;99;262000;2438000;501818.18;1;2;1.01
D;8472;101;273000;1755000;361405.94;1;2;1.01
D;6783;97;298000;3502000;593824.74;1;1;1.00
D;6625;101;294000;2783000;431405.94;1;1;1.00
D;8128;99;283000;3302000;540696.97;1;1;1.00
D;9619;100;298000;1700000;423540.00;1;1;1.00
D;6108;104;320000;2981000;540846.15;1;2;1.04
D;6871;98;234000;2473000;536612.24;1;1;1.00
D;7117;97;286000;2655000;509608.25;1;1;1.00
D;8123;101;288000;2807000;422514.85;1;2;1.01
D;7845;98;290000;2046000;494020.41;1;1;1.00
D;8275;99;287000;773000;365252.53;1;2;1.01
D;9531;100;294000;1305000;417930.00;1;1;1.00
D;8754;100;290000;2670000;493400.00;1;1;1.00
D;7684;98;333000;2597000;554234.69;1;1;1.00
D;7517;100;305000;1899000;478180.00;1;1;1.00
D;8944;98;289000;2326000;392459.18;1;1;1.00
D;5875;98;327000;3396000;627173.47;1;1;1.00
D;6782;102;290000;2863000;574931.37;1;2;1.02
D;6189;100;351000;2186000;485150.00;1;1;1.00
D;7511;96;281000;1477000;468770.83;1;1;1.00
D;7191;96;287000;2056000;398729.17;1;1;1.00
D;6653;98;299000;3327000;638214.29;1;2;1.04
D;8753;100;291000;1869000;383300.00;1;1;1.00
D;6930;98;275000;2831000;552346.94;1;1;1.00
D;9332;102;290000;2302000;415647.06;1;2;1.02
D;9331;96;279000;3258000;464291.67;1;1;1.00
D;7513;98;225000;1506000;448244.90;1;1;1.00
D;6780;98;275000;2957000;480979.59;1;3;1.02
D;8945;100;290000;2424000;434050.00;1;1;1.00
D;9623;101;261000;2774000;396683.17;1;2;1.01
D;6781;103;284000;3275000;521708.74;1;2;1.03
D;6410;100;294000;2546000;473540.00;1;1;1.00
D;6490;97;303000;2560000;520288.66;1;2;1.01
D;7889;100;296000;2000000;458620.00;1;1;1.00
D;9052;102;286000;3485000;501137.25;1;2;1.01
D;5953;99;334000;2077000;527969.70;1;1;1.00
D;9708;98;264000;2392000;438163.27;1;1;1.00
D;9710;100;275000;1978000;479270.00;1;2;1.01
D;6627;100;308000;3104000;730250.00;1;1;1.00
D;6571;98;278000;2911000;521714.29;1;1;1.00
D;9135;100;289000;2674000;460910.00;1;1;1.00
D;7434;100;288000;3442000;432280.00;1;1;1.00
D;5880;99;336000;2677000;683686.87;1;2;1.03
D;5958;99;336000;2596000;562272.73;1;2;1.01
D;6107;99;326000;2904000;530131.31;1;2;1.01
D;6489;103;299000;3240000;756184.47;1;2;1.01
D;6449;100;297000;2689000;619880.00;1;1;1.00
D;6703;95;248000;2467000;470705.26;1;2;1.01
D;6407;98;305000;1327000;475193.88;1;1;1.00
D;6931;98;283000;2983000;501510.20;1;1;1.00
D;7601;98;285000;1456000;400010.20;1;1;1.00
D;9424;100;301000;2647000;589620.00;1;1;1.00
D;6705;96;303000;2920000;537979.17;1;1;1.00
D;8042;100;288000;3177000;548460.00;1;1;1.00
D;8585;98;293000;2783000;472765.31;1;1;1.00
D;9525;100;284000;3513000;470220.00;1;1;1.00
D;8279;98;288000;1028000;383816.33;1;1;1.00
D;7269;100;294000;3439000;502130.00;1;1;1.00
D;6110;100;330000;3431000;504210.00;1;1;1.00
D;8665;100;295000;2566000;403100.00;1;1;1.00
D;8847;98;301000;2493000;534581.63;1;1;1.00
D;9137;98;288000;2769000;551346.94;1;1;1.00
D;7348;100;287000;2291000;440210.00;1;1;1.00
D;8751;100;287000;2870000;425530.00;1;1;1.00
D;6868;100;286000;2041000;463100.00;1;1;1.00
D;7689;100;293000;2781000;490620.00;1;2;1.02
D;8750;98;284000;2185000;423632.65;1;1;1.00
D;6575;93;282000;3061000;481107.53;1;1;1.00
D;6701;99;226000;3028000;521151.52;1;2;1.01
D;9532;100;296000;3427000;425220.00;1;1;1.00
D;8371;97;286000;2108000;465587.63;1;1;1.00
D;6864;97;231000;2211000;403742.27;1;1;1.00
D;8474;100;287000;1786000;381280.00;1;1;1.00
D;5805;99;334000;1995000;551979.80;1;2;1.01
D;8368;98;292000;3152000;482622.45;1;1;1.00
D;6184;101;331000;2688000;603514.85;1;3;1.03
D;7195;98;291000;2818000;489214.29;1;1;1.00
D;8193;100;289000;2838000;442810.00;1;1;1.00
D;6863;100;291000;2917000;487860.00;1;1;1.00
D;7785;98;295000;2099000;498346.94;1;1;1.00
D;6333;102;303000;3012000;500441.18;1;4;1.03
D;6185;97;324000;2799000;633360.82;1;2;1.01
D;8849;103;300000;1804000;485495.15;1;2;1.02
D;9335;98;286000;1391000;456826.53;1;1;1.00
D;5876;102;335000;1704000;518764.71;1;2;1.02
D;9425;99;290000;2548000;515090.91;1;2;1.01
D;5879;99;335000;2120000;608575.76;1;2;1.01
D;7270;98;284000;2822000;564846.94;1;1;1.00
D;7350;100;286000;2966000;465220.00;1;1;1.00
D;5802;102;335000;2442000;600813.73;1;2;1.04
D;9426;101;292000;3099000;528405.94;1;2;1.03
D;6995;101;297000;3550000;484396.04;1;2;1.01
D;9624;96;277000;2973000;501958.33;1;1;1.00
D;7602;100;295000;2700000;476560.00;1;2;1.01
D;6865;99;285000;2087000;471797.98;1;1;1.00
D;7784;97;300000;2247000;422175.26;1;1;1.00
D;8581;100;288000;2155000;400960.00;1;1;1.00
D;8852;100;287000;2601000;456790.00;1;1;1.00
D;5959;103;338000;3539000;689067.96;1;2;1.02
D;7119;100;288000;2952000;503580.00;1;1;1.00
D;7598;98;293000;3138000;421510.20;1;1;1.00
D;8748;98;283000;1921000;465183.67;1;1;1.00
D;7273;98;292000;2777000;526785.71;1;1;1.00
D;6867;100;223000;2726000;515050.00;1;2;1.03
D;8127;100;280000;2790000;473930.00;1;2;1.01
D;8039;100;288000;1872000;410150.00;1;1;1.00
D;8479;101;292000;1135000;396821.78;1;2;1.03
D;6784;99;291000;2932000;468191.92;1;2;1.02
D;6870;97;235000;2938000;544793.81;1;1;1.00
D;5878;102;336000;2610000;551980.39;1;2;1.02
D;5806;104;335000;3063000;617567.31;1;2;1.04
D;7120;96;276000;1688000;421927.08;1;1;1.00
D;5957;101;335000;1395000;521524.75;1;2;1.01
D;8747;98;283000;1884000;430377.55;1;1;1.00
D;5723;101;327000;3292000;533396.04;1;2;1.01
D;8040;98;278000;1336000;358602.04;1;1;1.00
D;9053;99;286000;1844000;443272.73;1;2;1.01
D;8666;98;297000;2879000;523989.80;1;1;1.00
D;9528;108;295000;1305000;460842.59;1;3;1.06
D;9620;98;297000;3555000;500744.90;1;2;1.01
D;8374;99;280000;1983000;477141.41;1;1;1.00
D;7429;101;275000;3128000;414960.40;1;2;1.01
D;7953;99;287000;1898000;412252.53;1;2;1.01
D;6405;99;286000;2680000;482121.21;1;2;1.01
D;8192;99;287000;1230000;420787.88;1;1;1.00
D;8122;98;273000;2721000;480673.47;1;1;1.00
D;8272;99;272000;3343000;463808.08;1;2;1.01
D;8191;100;286000;3000000;438790.00;1;1;1.00
D;5725;100;326000;1795000;476000.00;1;1;1.00
D;6109;101;345000;2798000;488990.10;1;1;1.00
D;5727;100;324000;3024000;519900.00;1;1;1.00
D;7515;102;296000;3280000;508421.57;1;2;1.03
D;7690;101;284000;2092000;496950.50;1;2;1.01
D;7430;100;286000;2891000;409450.00;1;1;1.00
D;6258;102;316000;3129000;561764.71;1;2;1.02
D;6187;102;326000;2610000;556362.75;1;2;1.01
D;7886;99;291000;3267000;514050.51;1;2;1.01
D;8577;98;293000;1444000;442551.02;1;1;1.00
D;8582;101;287000;1121000;366534.65;1;2;1.01
D;7268;96;281000;3102000;637406.25;1;1;1.00
D;7686;98;293000;1638000;429418.37;1;1;1.00
D;6330;105;279000;3336000;555247.62;1;2;1.03
D;6993;100;294000;1595000;429590.00;1;1;1.00
D;9228;96;275000;2322000;500302.08;1;2;1.01
D;9625;100;260000;3580000;565270.00;1;1;1.00
D;8043;99;231000;2653000;480080.81;1;1;1.00
D;9709;102;275000;3229000;554470.59;1;3;1.02
D;9059;98;294000;1676000;428040.82;1;1;1.00
D;6030;103;326000;2737000;558174.76;1;2;1.01
D;8481;100;293000;2956000;476960.00;1;1;1.00
D;6450;101;309000;3193000;610346.53;1;2;1.01
D;6255;99;331000;2192000;524868.69;1;2;1.01
D;7121;100;290000;2883000;551690.00;1;1;1.00
D;9231;97;290000;2404000;479948.45;1;2;1.01
D;6699;97;267000;2485000;525505.15;1;1;1.00
D;7516;98;316000;2970000;487224.49;1;1;1.00
D;6034;102;327000;2506000;618215.69;1;2;1.02
D;6328;101;308000;2486000;571821.78;1;1;1.00
D;6626;98;278000;2662000;611918.37;1;1;1.00
D;6704;99;279000;3142000;554808.08;1;2;1.01
D;7844;99;297000;2977000;580020.20;1;1;1.00
D;7116;98;294000;1530000;428795.92;1;1;1.00
D;7952;100;289000;2803000;439520.00;1;1;1.00
D;8475;98;287000;1168000;399183.67;1;1;1.00
D;9055;98;289000;1281000;410714.29;1;1;1.00
D;9054;100;289000;2656000;403540.00;1;1;1.00
D;9130;97;281000;1497000;407072.16;1;2;1.01
D;7604;100;303000;2346000;474140.00;1;1;1.00
D;8851;100;286000;1031000;387310.00;1;2;1.01
D;9622;100;276000;1907000;416110.00;1;1;1.00
D;7603;99;301000;1991000;468757.58;1;2;1.01
D;7888;98;292000;2905000;507551.02;1;1;1.00
D;8037;100;286000;2263000;397900.00;1;1;1.00
D;8947;100;286000;1589000;379220.00;1;1;1.00
D;6700;100;293000;2962000;423880.00;1;1;1.00
D;7432;100;287000;1447000;454550.00;1;2;1.01
D;7274;98;232000;2708000;456448.98;1;1;1.00
D;8129;103;291000;2633000;537466.02;1;2;1.03
D;7600;100;290000;3516000;480870.00;1;1;1.00
D;7189;99;286000;1084000;390696.97;1;1;1.00
D;5877;102;328000;1812000;550627.45;1;2;1.02
D;8850;100;285000;985000;345000.00;1;1;1.00
D;5724;97;328000;1653000;448051.55;1;2;1.01
D;9051;100;286000;1530000;438650.00;1;1;1.00
D;9056;100;301000;2646000;469620.00;1;1;1.00
D;9526;98;285000;1271000;381928.57;1;1;1.00
D;6570;101;278000;2881000;487346.53;1;2;1.01
D;7843;97;284000;2938000;624206.19;1;1;1.00
D;7512;98;290000;2880000;429204.08;1;1;1.00
D;6332;97;285000;3594000;652432.99;1;2;1.03
D;8473;100;272000;2672000;434420.00;1;1;1.00
D;9226;99;273000;1739000;448323.23;1;2;1.01
D;8943;100;288000;3063000;430030.00;1;1;1.00
D;8846;98;282000;3567000;573132.65;1;1;1.00
D;6327;98;319000;1244000;443244.90;1;1;1.00
D;6406;100;305000;2633000;490010.00;1;1;1.00
D;7193;101;287000;2765000;560881.19;1;2;1.01
D;8369;97;293000;2819000;394814.43;1;1;1.00
D;8942;100;289000;818000;343030.00;1;1;1.00
D;9420;100;297000;2784000;475430.00;1;1;1.00
D;9705;100;274000;2535000;463440.00;1;1;1.00
D;7058;95;288000;1334000;417168.42;1;1;1.00
D;6998;100;288000;1984000;523140.00;1;1;1.00
D;9421;101;314000;2960000;540356.44;1;2;1.01
D;5955;99;336000;2207000;579333.33;1;2;1.01
D;6996;100;288000;2012000;437400.00;1;1;1.00
D;8578;100;285000;1913000;430940.00;1;1;1.00
D;8746;97;304000;2119000;430329.90;1;1;1.00
D;5956;106;335000;3356000;662528.30;1;2;1.06
D;9621;97;273000;2892000;489371.13;1;2;1.01
D;7192;100;278000;3485000;561500.00;1;1;1.00
D;8949;100;287000;2925000;389650.00;1;1;1.00
D;8044;98;293000;1663000;434867.35;1;1;1.00
D;8579;100;273000;3159000;477490.00;1;1;1.00
D;8946;98;283000;2852000;538928.57;1;1;1.00
D;6033;101;327000;2849000;541306.93;1;2;1.01
D;9428;100;291000;1930000;394540.00;1;1;1.00
D;9058;100;292000;2460000;446160.00;1;1;1.00
D;6488;101;300000;2604000;528881.19;1;2;1.01
D;6572;98;281000;3313000;621795.92;1;2;1.01
D;6409;100;293000;3127000;491550.00;1;1;1.00
D;8375;97;290000;2585000;475907.22;1;1;1.00
D;9711;100;278000;2742000;422230.00;1;1;1.00
D;9333;98;287000;3004000;453979.59;1;1;1.00
D;9529;100;279000;3379000;488570.00;1;1;1.00
D;6111;100;330000;2795000;495600.00;1;1;1.00
D;7950;98;287000;2018000;387091.84;1;2;1.01
D;8749;98;284000;2820000;450591.84;1;1;1.00
D;6997;98;296000;3164000;437163.27;1;1;1.00
D;7433;100;278000;1757000;406880.00;1;1;1.00
D;8277;98;290000;1702000;437928.57;1;1;1.00
D;7685;101;291000;3419000;633267.33;1;2;1.01
D;7781;98;288000;3282000;496673.47;1;1;1.00
D;8478;100;291000;1212000;364190.00;1;1;1.00
D;8576;97;294000;2661000;407226.80;1;1;1.00
D;8664;100;295000;2825000;477790.00;1;1;1.00
D;8948;101;285000;1377000;369059.41;1;2;1.01
D;6573;100;280000;2804000;520490.00;1;1;1.00
D;7782;96;290000;800000;363458.33;1;1;1.00
D;8038;98;286000;3044000;463938.78;1;1;1.00
D;8124;100;286000;1624000;439290.00;1;1;1.00
D;8278;100;290000;1654000;394010.00;1;1;1.00
D;7510;95;287000;2833000;558968.42;1;1;1.00
D;7431;98;287000;1844000;463234.69;1;1;1.00
D;8669;99;299000;2908000;461323.23;1;2;1.01
D;8580;98;288000;1780000;468193.88;1;1;1.00
D;8950;101;286000;2532000;440653.47;1;2;1.01
D;6112;99;333000;3238000;572252.53;1;2;1.01
D;9334;100;297000;1703000;456000.00;1;1;1.00
D;9427;100;292000;1755000;493550.00;1;1;1.00
D;6934;98;287000;2784000;453959.18;1;1;1.00
D;8853;101;292000;3168000;487584.16;1;2;1.01
D;9530;98;292000;954000;404020.41;1;1;1.00
D;7056;100;285000;2814000;452660.00;1;1;1.00
D;8041;100;288000;1469000;389310.00;1;1;1.00
D;9232;100;291000;2597000;432460.00;1;1;1.00
D;6035;98;333000;3495000;630367.35;1;1;1.00
D;6331;100;300000;2076000;457210.00;1;1;1.00
D;7272;101;291000;2801000;435346.53;1;2;1.01
D;8195;100;289000;947000;347280.00;1;1;1.00
D;7059;100;294000;2780000;463270.00;1;1;1.00
D;7780;100;276000;1690000;405080.00;1;1;1.00
D;6569;96;205000;3593000;646125.00;1;2;1.02
D;6702;100;292000;3255000;605250.00;1;1;1.00
D;6188;103;318000;2191000;560514.56;1;2;1.10
D;9617;98;297000;3196000;491632.65;1;1;1.00
D;5726;102;325000;3026000;546225.49;1;2;1.02
D;8668;97;297000;1204000;431000.00;1;1;1.00
D;5954;102;333000;3019000;536470.59;1;2;1.02
D;8273;100;287000;2420000;455690.00;1;1;1.00
D;6994;100;294000;2658000;427330.00;1;1;1.00
D;8196;100;289000;1598000;390290.00;1;1;1.00
D;8476;100;288000;2481000;396940.00;1;1;1.00
D;7435;99;242000;2451000;477818.18;1;1;1.00
D;8480;100;294000;3092000;422590.00;1;1;1.00
D;6257;100;308000;1721000;445120.00;1;1;1.00
D;6259;102;317000;2494000;554588.24;1;2;1.04
D;6256;97;328000;2360000;598711.34;1;1;1.00
D;7089;2;1835000;1845000;1840000.00;1;1;1.00
D;9229;100;289000;2535000;430870.00;1;1;1.00
D;6254;100;350000;2549000;544810.00;1;1;1.00
D;7271;98;286000;1807000;448489.80;1;1;1.00
D;7949;99;274000;1750000;384717.17;1;1;1.00
D;9230;101;287000;2852000;471356.44;1;2;1.01
D;6186;102;323000;2971000;534529.41;1;2;1.02
D;6032;100;327000;2178000;591410.00;1;2;1.01
D;9057;96;294000;1501000;404947.92;1;1;1.00
D;7118;97;287000;1880000;451463.92;1;1;1.00
D;7352;100;289000;3036000;479400.00;1;1;1.00
D;9527;103;288000;3381000;588038.83;1;2;1.03
D;5800;102;356000;2939000;650029.41;1;2;1.02
D;7190;100;277000;2746000;549670.00;1;1;1.00
D;8271;98;286000;3124000;534989.80;1;1;1.00
D;8583;99;288000;3310000;406515.15;1;1;1.00
D;9524;98;284000;3085000;526581.63;1;1;1.00
D;9329;97;288000;3423000;560577.32;1;1;1.00
D;7349;100;285000;3078000;600430.00;1;1;1.00
D;6113;107;331000;3190000;576616.82;1;2;1.07
D;7055;99;276000;3533000;490242.42;1;1;1.00
D;5801;101;332000;2725000;514485.15;1;2;1.01
D;8126;100;290000;3039000;450130.00;1;1;1.00
D;9225;98;291000;2746000;467591.84;1;1;1.00
D;7353;98;291000;2696000;535387.76;1;1;1.00
D;9330;97;291000;3161000;575474.23;1;1;1.00
D;6190;103;330000;2064000;528718.45;1;2;1.04
D;6036;104;332000;3147000;617682.69;1;2;1.03
D;7054;97;286000;1765000;410762.89;1;2;1.01
D;7688;100;293000;1533000;435600.00;1;1;1.00
D;6654;102;317000;2068000;499215.69;1;3;1.03
D;7783;102;291000;2807000;502313.73;1;2;1.02
D;8270;100;279000;2770000;454950.00;1;1;1.00
D;9618;102;297000;2734000;552401.96;1;2;1.02
D;6031;101;321000;2158000;504188.12;1;2;1.03
D;8373;101;288000;1227000;439287.13;1;2;1.04
E;6172;101;335000;3351000;590594.06;1;2;1.01
E;8359;99;305000;1079000;383181.82;1;1;1.00
E;8833;100;312000;1735000;439530.00;1;1;1.00
E;6923;100;325000;2196000;431050.00;1;1;1.00
E;7672;100;314000;2393000;473850.00;1;1;1.00
E;7587;98;314000;1336000;386704.08;1;1;1.00
E;6852;101;338000;3576000;501663.37;1;1;1.00
E;7499;98;326000;1323000;398887.76;1;1;1.00
E;8826;101;314000;2668000;435425.74;1;1;1.00
E;9409;100;312000;2292000;453060.00;1;1;1.00
E;7585;100;324000;1958000;443170.00;1;1;1.00
E;9690;100;304000;1925000;444320.00;1;1;1.00
E;7254;100;330000;2694000;516760.00;1;1;1.00
E;6853;101;317000;2826000;480940.59;1;2;1.01
E;7935;100;305000;2871000;488110.00;1;1;1.00
E;6983;100;321000;2529000;443060.00;1;1;1.00
E;8563;100;307000;1753000;463710.00;1;1;1.00
