Lagerout;count(b.baseid);MinFertigungszeit;MaxFertigungszeit;AVGFertigungszeit
007588;80;4,54;9197,76;239,321875
007589;80;4,49;56,75;12,322
007590;79;8,24;84,84;17,49822785
007591;80;8,1;29069,84;745,106625
007592;80;8,12;90,13;19,0315
007593;80;7,92;93,86;23,79425
007594;81;7,96;86,7;21,08790123
007595;80;8,07;117,31;17,142875
007596;80;8,14;104,77;23,18325
007597;79;4,45;46,02;10,09594937
007598;99;5,45;87,14;14,63727273
007599;96;5,3;9190,01;205,0896875
007600;100;5,53;90,89;14,6772
007601;97;5,2;39777,28;833,3803093
007602;97;5,05;9427,12;213,4754639
007603;100;5,28;8941,02;195,882
007604;102;5,29;9297,14;200,4130392
007605;96;5,23;39282,22;857,3210417
007606;100;7,91;8368,87;181,8869
007607;103;7,8;94,89;17,86660194
007608;100;7,93;69,77;16,1371
007609;101;8;8320,24;185,3412871
007610;100;6,47;93,64;17,1617
007611;101;6,48;253,64;21,65554455
007612;103;6,53;28310,88;566,0057282
007613;100;6,53;75,21;15,3397
007614;100;7,43;53,67;16,15
007615;100;7,57;48,03;14,0886
007616;100;7,91;62,16;14,3595
007617;100;7,91;51,92;12,8283
007618;100;7,56;8314,12;179,7327
007619;100;7,94;8384,72;182,9067
007620;100;7,94;105;18,1517
007621;102;6,53;91,63;16,08647059
007622;100;4,49;60,88;10,0657
007623;100;4,88;72,87;11,4454
007624;100;4,56;46,05;10,6433
007625;100;4,49;8318,99;180,1246
007626;100;4,96;94,1;13,1347
007627;102;4,88;29193,01;590,4162745
007628;100;4,86;99,94;11,4379
007629;100;4,98;82,25;13,1821
007630;100;4,45;100,63;11,3956
007631;100;4,47;122,87;11,5614
007632;99;4,87;8371,78;179,9087879
007633;100;4,38;95,97;13,757
007634;100;4,49;86,83;12,1112
007635;100;4,9;9033,15;192,5963
007636;100;4,91;77,72;12,9266
007637;101;4,44;9045,55;284,1229703
007638;101;7,53;98,46;16,23227723
007639;100;7,84;86,01;19,7632
007640;80;4,44;70,73;10,315125
007641;80;4,23;45,69;11,888875
007642;90;5,09;66,92;11,62811111
007643;90;5,17;69,12;11,95733333
007644;90;5,08;8315,03;195,822
007645;86;4,48;87,64;11,69813953
007646;90;4,48;48;8,88488889
007647;90;4,26;65,92;10,85655556
007648;89;4,46;71;10,36449438
007649;100;5,06;123,7;15,1692
007650;100;5,05;116,68;17,3361
007651;100;5,1;87,09;11,8209
007652;100;5,11;9180,54;197,1479
007653;100;5,12;84,89;12,4391
007654;100;5,02;8616,94;183,4756
007655;98;5;54,81;14,09663265
007656;90;5,08;163,06;17,36433333
007657;90;5,07;84,76;13,62111111
007658;90;5,1;83,97;15,49722222
007659;90;5,12;75,91;12,20188889
007660;90;5,01;87,08;14,71533333
007661;89;5,02;8969,65;213,6061798
007662;90;5,06;78;12,78133333
007663;90;5,05;91,81;14,64533333
007664;90;4,44;70,62;9,94733333
007665;90;4,41;28435,43;960,4531111
007666;90;4,43;73,92;11,77044444
007667;90;4,43;98,97;16,295
007668;90;4,46;58,02;10,75588889
007669;89;4,46;106,72;16,74595506
007670;89;4,5;8306,92;197,7364045
007671;90;4,45;63,13;12,83688889
007672;90;4,49;102,66;15,13711111
007673;90;4,38;83,91;12,01011111
007674;90;4,42;91,46;11,47088889
007675;90;4,43;8308,69;195,0891111
007676;90;4,4;59,98;13,18755556
007677;90;4,41;246,24;15,63333333
007678;91;4,45;97,12;16,94131868
007679;90;4,42;8298,15;196,5248889
007680;90;4,47;66,36;11,82244444
007681;90;4,43;77,81;11,56711111
007682;101;5,24;8304,06;181,1249505
007683;100;5,18;81,83;12,2781
007684;101;5,07;9137,85;193,3852475
007685;97;5,18;211,27;20,57010309
007686;101;5,19;105,88;18,87584158
007687;100;5,23;28305,98;581,8407
007688;99;5,06;46,22;14,01010101
007689;100;6,93;84,16;12,4857
007690;100;6,96;65,45;12,0636
007691;100;6,97;78,06;16,4054
007692;100;6,96;76,67;14,4451
007693;100;6,97;94,12;16,4457
007694;100;6,55;75,26;13,7883
007695;100;6,85;8302,77;178,2314
007696;100;6,91;70,63;14,6041
007697;100;5,67;77,89;13,3682
007698;100;6,93;57,71;13,4903
007699;100;6,93;8298,78;178,2298
007700;100;6,92;61,11;12,8044
007701;101;6,96;8314,17;197,1073267
007702;99;4,78;8309,2;186,0332323
007703;97;4,85;91,69;14,75309278
007704;100;4,89;8297,8;177,6046
007705;100;4,92;92,87;13,7568
007706;100;4,91;82,86;17,7008
007707;102;4,91;8488,57;263,2273529
007708;100;4,59;77,83;11,035
007709;100;4,53;8303,58;178,8504
007710;100;4,48;71,12;12,4255
007711;100;4,5;147,99;12,4052
007712;100;4,49;49,84;10,4891
007713;100;4,88;92,97;15,1486
007714;100;3,91;84,13;13,1837
007715;100;4,93;120,01;15,5135
007716;80;7,1;98,98;18,500375
007717;87;7,15;8651,99;315,0113793
007718;80;6,52;78,05;14,26325
007719;80;7,12;76,92;17,12875
007720;80;7,08;81,82;15,630625
007721;80;6,94;101,8;16,55825
007722;80;4,5;78,78;11,025125
007723;80;4,47;91,98;15,192
007724;80;4,56;8308,79;218,8125
007725;80;4,46;63,28;12,874875
007726;80;4,46;92,1;15,47775
007727;100;5,14;76,73;12,7982
007728;99;5,14;9133,29;196,9358586
007729;100;5,16;56,07;13,0369
007730;100;5,17;84,51;11,2982
007731;100;5,05;80,9;12,8667
007732;100;4,84;83,84;15,1036
007733;100;5,06;8306,56;177,0184
007734;100;5,1;87,1;11,5592
007735;90;5,03;8574,65;206,6027778
007736;90;5,07;452,66;28,758
007737;90;5,16;28312,98;640,795
007738;88;5,15;103,74;20,46977273
007739;90;5,08;63,16;14,04288889
007740;90;5,09;8321,03;196,3956667
007741;90;5,21;73,73;13,00266667
007742;90;5,15;9144,15;220,4516667
007743;90;4,47;97,83;12,39888889
007744;90;4,48;28311,2;336,4315556
007745;90;4,41;84,75;12,15922222
007746;90;4,45;94,03;10,815
007747;90;4,45;68,13;11,20122222
007748;90;4,46;76,76;10,77855556
007749;89;4,51;8307,21;199,6688764
007750;90;4,49;81,85;10,77644444
007751;90;4,41;55,07;11,70244444
007752;90;4,41;50,65;11,12866667
007753;90;4,42;8317,24;199,939
007754;90;4,45;99,23;13,13466667
007755;90;4,45;60,88;11,40133333
007756;90;4,49;80,58;11,07722222
007757;90;4,53;8306,2;197,412
007758;90;4,53;76,71;11,46911111
007759;80;4,48;48,16;11,17125
007760;80;4,46;90,86;12,102625
007761;80;4,44;53,69;11,90825
007762;80;4,44;45,86;11,93325
007763;80;4,44;8310,95;223,052875
007764;80;4,29;81,89;13,317
007765;80;7,19;280,71;23,497375
007766;80;7,37;8328,79;225,1205
007767;80;7,43;99,77;18,593125
007768;100;5,39;83,85;14,5429
007769;101;5,44;167,04;14,61207921
007770;99;5,2;88,24;13,81525253
007771;100;5,24;19185,4;398,057
007772;100;5,42;88,1;14,0377
007773;100;4,99;9191,08;198,5423
007774;100;5,26;94,85;13,2552
007775;100;5,28;9278,79;202,5904
007776;101;6,98;28670,89;592,0771287
007777;100;7,01;70,92;12,2896
007778;100;7;74,48;16,2256
007779;100;6,99;117,67;20,858
007780;100;7,04;98,23;15,4422
007781;100;7,04;8394;183,153
007782;100;7,06;48,96;15,0974
007783;101;7,05;63,92;17,08712871
007784;100;7,04;8333,61;180,7907
007785;100;7,03;63,94;17,097
007786;100;6,98;150,26;15,5035
007787;100;7,05;70,2;15,9397
007788;100;7,05;52,55;14,7381
007789;100;7,04;8325,98;181,4916
007790;100;7,03;70,03;16,9941
007791;100;7,07;28396,28;584,9126
007792;100;4,46;8311,95;179,8947
007793;100;4,47;86,49;12,5934
007794;100;4,87;69,13;11,381
007795;100;4,87;92,68;12,3988
007796;100;4,48;8487,91;183,9062
007797;100;4,9;55,5;10,9806
007798;100;4,91;8382,89;179,9757
007799;100;4,92;359,95;17,6403
007800;100;4,33;28726,13;587,5441
007801;100;4,58;86,87;10,565
007802;100;4,46;67,04;12,9169
007803;100;4,46;101,71;12,7792
007804;100;4,9;90,79;11,9013
007805;100;4,4;9150,57;195,4792
007806;100;4,83;95,02;14,1915
007807;101;4,55;83,93;14,87891089
007808;98;5,04;81,66;12,83612245
007809;100;5,13;62,97;10,1017
007810;100;5,05;81,72;14,5816
007811;100;5,11;8312,04;178,6932
007812;100;5,06;55,54;11,753
007813;100;5,06;96,98;13,3777
007814;100;4,93;75,8;13,069
007815;90;5,09;52,59;12,69455556
007816;89;4,93;29395,24;674,6420225
007817;89;5,07;8314,87;106,8858427
007818;90;5,1;49,73;14,14288889
007819;90;5,02;83,61;14,65222222
007820;90;5,19;48;10,19288889
007821;90;4,42;8312,09;197,4736667
007822;90;4,49;59,62;11,22722222
007823;90;4,47;50,76;10,57188889
007824;89;4,44;44,91;9,88337079
007825;90;4,5;472,82;25,32933333
007826;90;4,44;28305,01;641,6301111
007827;90;4,43;181,76;13,85877778
007828;90;4,43;76,06;11,01288889
007829;90;4,43;51,56;8,95444444
007830;80;4,51;76,18;10,86025
007831;80;4,51;82,6;13,531125
007832;80;4,5;8358,01;217,76925
007833;80;4,49;67,67;11,588375
007834;80;4,54;50,13;11,976625
007835;80;4,5;45,28;10,139625
007836;80;4,5;45,59;9,300125
007837;80;4,26;78,04;10,92925
007838;100;5,4;29219,78;598,1744
007839;102;5,22;202,12;18,64745098
007840;100;5,24;9175,65;194,5445
007841;100;5,42;81,42;17,7083
007842;100;5,23;9178,71;196,7979
007843;100;7,07;72,79;15,092
007844;100;7,11;50,77;15,165
007845;100;7,11;53,1;13,6311
007846;101;7,12;90,69;15,78089109
007847;100;7,13;49,07;15,5893
007848;100;7,1;78,95;13,2649
007849;100;7,11;52,63;14,8574
007850;100;7,11;86,73;15,2159
007851;100;7,1;73,78;14,4836
007852;100;7,11;8309,21;178,9814
007853;100;4,92;226,85;15,7471
007854;100;4,47;28320,96;580,9089
007855;100;4,49;66,94;11,5366
007856;100;4,78;8303,95;176,4027
007857;100;4,9;59,8;10,4855
007858;100;4,5;61,96;10,3891
007859;100;4,47;90;12,1159
007860;100;4,48;60,7;11,0399
007861;100;4,49;87,18;11,3761
007862;100;4,36;8307,3;178,4892
007863;100;4,89;47,03;8,9928
007864;100;4,49;66,78;10,4989
007865;100;4,88;52,86;10,1897
007866;90;4,48;74,89;10,50177778
007867;100;5,15;728413,76;14586,0682
007868;100;5,13;85,06;11,6745
007869;100;4,81;74,75;12,7774
007870;100;5,1;66,11;10,9691
007871;98;4,31;8306,81;182,2208163
007872;99;5,03;83,68;13,79444444
007873;100;5,14;46,46;11,0668
007874;100;5,01;85,99;13,6306
007875;100;5,2;8303,65;176,8928
007876;90;5,12;81,65;13,67788889
007877;90;5,08;8216,93;195,1737778
007878;90;4,97;84,79;16,1
007879;90;5,1;84;11,60566667
007880;90;5,2;64,98;11,97655556
007881;90;5,13;66,1;14,29555556
007882;90;5,1;749,8;31,39722222
007883;90;5,21;8310,26;198,213
007884;90;5,11;60,2;13,85888889
007885;90;5,1;77,54;12,91977778
007886;35;5,11;56,68;11,55657143
007887;90;4,48;8264,99;193,5874444
007888;90;4,44;67,05;11,59
007889;90;4,46;75,66;12,70255556
007890;90;4,48;52,09;8,987
007891;90;4,44;75,04;13,10166667
007892;90;4,51;728413,61;16199,04267
007893;90;4,47;90,55;11,70755556
007894;90;4,45;58,95;11,14355556
007895;90;4,51;82,07;10,34722222
007896;90;4,52;8306,81;196,2736667
007897;90;4,5;8308,94;196,0714444
007898;87;4,49;84,89;10,46091954
007899;88;4,43;67,82;14,14079545
007900;90;4,48;83,1;11,53955556
007901;90;4,42;50,96;11,94333333
007902;90;4,45;48,23;10,92733333
007903;90;4,45;75,91;12,66077778
007904;90;4,46;8304,26;194,2793333
007905;90;4,46;70,81;13,09111111
007906;90;4,48;50,82;12,27
007907;90;4,89;176,85;14,57177778
007908;90;4,48;60,71;10,65644444
007909;90;4,46;76,07;10,77922222
007910;80;7,48;55,96;15,78475
007911;80;7,51;101,68;18,40825
007912;80;7,35;58,95;16,239
007913;80;7,47;89,74;16,301625
007914;80;7,52;74,99;17,273125
007915;82;7,36;8316,27;220,4331707
007916;80;7,21;54,33;18,39125
007917;80;4,49;8311,15;222,79
007918;80;4,48;51,71;12,6285
007919;80;4,56;47,74;9,386875
007920;42;4,56;120,84;21,52547619
007921;79;4,51;198,64;16,14658228
007922;100;5,42;63,92;15,4502
007923;100;5,26;9079,9;197,5771
007924;100;5,25;728418;14582,2373
007925;100;5,22;72,2;16,9382
007926;100;5,23;9138,58;198,4343
007927;100;5,2;83,95;18,1912
007928;100;5,43;9138,96;195,7618
007929;100;5,41;55,69;12,5999
007930;100;5,45;9173,04;200,0813
007931;100;5,29;87,94;15,0244
007932;100;7,14;8296,77;179,6537
007933;100;7,12;82,51;13,7322
007934;100;7,13;53,17;14,3903
007935;101;7,13;50,69;15,76732673
007936;99;7,13;86,11;14,78535354
007937;100;7,13;70,68;14,7052
007938;100;7,22;91,06;16,0812
007939;100;7,23;92,9;17,4235
007940;100;7,13;8316,97;183,1769
007941;100;7,23;81,56;14,0825
007942;100;7,1;86,76;16,569
007943;100;7,12;164,51;18,382
007944;100;7,13;48,95;13,3273
007945;100;7,06;58,58;16,0507
007946;100;7,17;728410,36;14582,5705
007947;101;7,21;73,41;18,53930693
007948;101;7,18;99,93;19,94722772
007949;100;7,27;80,86;15,1214
007950;100;7,25;8323,27;181,8613
007951;100;4,5;54,83;11,3522
007952;100;4,9;71,79;14,7071
007953;100;4,9;82,03;10,6542
007954;100;4,52;8233,15;178,3732
007955;100;4,51;80,38;11,1852
007956;100;4,52;56,89;11,537
007957;100;4,87;79,82;12,3281
007958;99;4,9;8310,99;178,5808081
007959;100;4,89;63,83;11,3343
007960;100;4,5;45,94;10,161
007961;100;4,54;64,9;12,3735
007963;100;4,46;180,81;16,3594
007964;100;4,87;80,6;11,1969
007965;100;4,86;8315,45;191,3415
007966;100;4,47;123,01;12,405
007967;99;4,49;84,16;11,62939394
007968;100;4,5;8410,19;180,4309
007969;100;4,9;47,77;10,9601
007970;101;4,48;117,12;12,81910891
007971;97;5,19;168,21;15,36752577
007972;98;5,25;99,02;12,24846939
007973;98;5,24;28304,97;588,0372449
007974;104;5,05;389,01;32,57346154
007975;98;5,13;48,26;10,36877551
007976;98;5,05;8529,82;188,0354082
007977;98;5,05;169,66;12,68377551
007978;98;5,05;47,84;11,17071429
007979;99;5,05;49,71;10,84787879
007980;90;5,12;81,95;13,76233333
007981;90;5,12;8692,71;207,5995556
007982;89;5;51,39;12,40752809
007983;89;5,16;59,58;11,04988764
007984;102;5;8366,92;266,3838235
007985;88;5,03;60,03;12,51
007986;90;5,03;8318,79;197,9126667
007987;89;5,06;85,82;16,17359551
007988;89;5,03;89,2;18,17101124
007989;86;5,13;188,91;18,97011628
007990;90;5,23;53,92;16,78322222
007991;88;4,5;87,1;13,29784091
007992;88;4,49;72,11;12,11693182
007993;87;4,46;45,46;10,82528736
007994;90;4,41;8310,52;195,9016667
007995;88;4,45;70,33;11,14375
007996;89;4,46;75,4;11,87460674
007997;89;4,5;50,33;11,33741573
007998;89;4,42;74,07;11,53449438
007999;90;4,5;88,78;12,333
008000;86;4,47;74,03;12,77232558
008001;89;4,5;76,84;10,77853933
008002;89;4,49;28310,09;649,1006742
008003;88;4,45;74,71;10,67443182
008004;88;4,42;96,73;12,09840909
008005;91;4,47;8371,69;194,1334066
008006;88;4,44;61,35;9,46579545
008007;88;4,45;84,2;10,84329545
008008;87;4,45;72,79;11,80816092
008009;88;4,45;84,08;14,05329545
008010;80;8,03;76,99;18,124
008011;76;7,93;54,48;15,28315789
008012;77;7,94;91,96;18,73181818
008013;79;8,03;68,54;16,39088608
008014;77;7,89;8379,63;237,8305195
008015;79;7,89;96,26;25,10101266
008016;79;7,89;86,71;16,88658228
008017;77;7,88;88,01;16,63922078
008018;78;4,5;8316,67;116,4528205
008019;79;4,53;74,23;14,50405063
008020;80;4,98;83,11;13,6715
008021;78;4,72;62,24;10,90064103
008022;100;5,29;9206;196,2914
008023;99;5,43;81,55;13,34686869
008024;98;5,44;90,97;14,94734694
008025;99;5,44;29623,47;609,799899
008026;98;5,21;70,92;13,74510204
008027;98;5,39;66,64;13,82122449
008028;97;5,22;8583,01;100,4483505
008029;99;5,23;52,66;10,92717172
008030;98;7,07;61,17;15,4705102
008031;98;5,65;50,03;17,24714286
008032;100;5,1;171,85;17,4897
008033;99;4,95;28670,07;594,2114141
008034;98;7,38;93,89;17,11836735
008035;99;7,3;9191,01;199,260101
008036;84;7,29;67,96;16,34
008037;100;7,31;83,68;13,7758
008038;100;7,18;58,97;13,552
008039;66;7,24;96,64;17,73530303
008040;87;7,33;67,75;17,06942529
008041;100;5,26;94,68;14,1657
008042;99;7,15;8320,54;181,6421212
008043;197;7,33;8373,29;101,808934
008045;98;7,47;92,8;19,48908163
008046;97;5,88;54,92;16,60701031
008047;57;4,08;113,71;15,47631579
008048;100;4,9;97,1;12,7763
008049;99;4,93;8295,82;178,1042424
008050;96;4,92;84,81;12,28572917
008051;99;4,91;77,28;12,35222222
008052;100;4,9;77,63;11,5388
008053;101;4,97;8262,27;178,5316832
008054;100;4,93;84,01;12,486
008055;98;4,52;92,32;12,52418367
008056;99;4,53;189,54;13,48252525
008057;99;4,51;28673,46;592,8044444
008058;97;4,51;75,08;12,29298969
008059;99;4,5;61,93;12,02080808
008060;100;4,48;8217,86;176,9902
008061;99;4,8;72,02;12,80464646
008062;96;4,9;83,05;12,41510417
008063;83;5,16;181,79;27,31216867
008064;99;5,2;8308,99;181,1267677
008065;100;4,96;195,77;20,6496
008066;99;5,06;50,54;10,76787879
008067;100;5,1;63,73;11,5214
008068;100;5,08;8308,58;178,88
008069;99;5,18;79,57;12,48454545
008070;100;5,09;81,21;13,3929
008071;99;5,2;8335,13;180,4428283
008072;100;5,21;82,21;12,4364
008073;100;5,07;87,81;13,2864
008074;90;5,13;235,98;29,80544444
008075;90;5,07;28607,15;653,9535556
008076;90;5,07;195,1;19,62733333
008077;90;5,09;71,71;12,02622222
008078;90;5,06;94,46;14,07088889
008079;89;5,07;67,93;12,08382022
008080;90;5,15;75,68;12,31588889
008081;89;5,16;8305,57;202,6860674
008082;86;5,16;85,74;12,96523256
008083;90;5,16;55,18;13,79922222
008084;89;4,5;74,56;12,24224719
008085;90;4,59;8313,4;198,8841111
008086;90;4,49;69,9;11,41066667
008087;90;4,46;89,85;13,595
008088;90;4,5;47,88;9,72811111
008089;90;4,49;29005,01;658,024
008090;90;4,46;61,92;9,42177778
008091;90;4,48;44,94;10,05355556
008092;90;4,49;97,16;13,02166667
008093;90;4,48;48,92;11,73222222
008094;90;4,46;98,06;12,32355556
008095;90;4,49;8313,23;198,7648889
008096;90;4,42;88,87;11,45488889
008097;90;4,45;52,8;10,24955556
008098;90;4,42;80,36;13,02922222
008099;91;4,43;8307,75;194,7758242
008100;90;4,43;76,11;12,26633333
008101;90;4,42;90,74;12,52533333
008102;90;4,44;51,2;8,808
008103;90;4,46;62,29;10,34222222
008104;90;4,51;82,8;12,73411111
008105;90;4,47;8309,86;198,7104444
008106;90;4,44;51,28;10,80488889
008107;80;4,51;54,62;11,8565
008108;80;4,48;73,08;11,259625
008109;80;4,51;8311,02;220,35
008110;80;4,49;79,59;12,76475
008111;80;4,5;86,75;11,4445
008112;80;8,02;8319,66;227,0835
008113;80;8,02;51,44;20,075125
008114;80;8,17;48,62;15,96425
008115;80;8,2;49,72;14,89825
008116;80;7,38;66,71;20,657
008117;80;7,42;61,93;14,943125
008118;100;5,27;10302,21;225,6216
008119;101;5,1;28916,57;584,5420792
008120;100;5,39;83,21;16,3394
008121;99;5,23;8609,14;186,8675758
008122;100;5,22;83,74;14,4497
008123;100;5,33;154,54;16,7972
008124;100;5,24;9177,59;197,4633
008125;100;5,23;107,62;16,3242
008126;99;5,24;9270,39;202,8976768
008127;100;5,26;8793,18;192,3713
008128;101;7,31;9183,39;195,5975248
008129;100;7,36;56,28;19,631
008130;101;7,31;28333,99;857,7346535
008131;100;7,4;58,95;15,3562
008132;100;7,44;53,34;14,7726
008133;100;7,45;89;15,1612
008134;100;7,37;92,86;16,0217
008135;100;7,46;8324,96;180,7853
008136;100;7,36;61,76;17,7587
008137;100;4,78;54,34;11,9069
008138;100;7,39;8408,51;184,1544
008139;100;7,38;55,67;17,244
008140;100;7,4;48,88;13,3809
008141;100;7,41;56,13;14,4928
008142;100;7,39;58,96;12,8284
008143;100;7,47;83,7;16,3426
008144;100;7,44;241,34;21,5168
008145;100;7,47;51,92;16,4043
008146;100;7,45;8336,67;185,5183
008147;100;7,35;107,25;18,835
008148;100;4,92;109,56;18,8658
008149;100;4,92;28208,87;578,3264
008150;100;4,58;156,78;16,0656
008151;100;4,44;85,24;14,904
008152;100;4,84;8318,41;179,6612
008153;100;4,88;47,19;10,6992
008154;100;4,48;49,13;8,1174
008155;100;4,48;52,15;10,4185
008156;100;4,87;8324,44;181,0478
008157;100;4,97;144,04;15,2075
008158;100;4,51;59,83;10,3854
008159;100;4,73;46,76;10,8274
008160;100;4,47;84,72;12,8402
008161;100;4,48;47,89;10,7528
008162;100;4,57;8343,73;178,1091
008163;100;4,9;81,61;11,0054
008164;100;4,5;45,59;10,5205
008165;100;4,51;48,01;10,4739
008166;101;5;8333,88;174,4214852
008167;100;4,94;91,32;12,2459
008168;100;4,55;89,55;13,5536
008169;99;5,09;96,72;14,80010101
008170;100;4,96;28596,22;588,8567
008171;100;5,04;86,6;12,3378
008172;100;5,13;48,48;11,0288
008173;100;4,93;8312,64;181,8401
008174;100;5,16;86,88;13,0068
008175;100;5,07;69,13;12,9331
008176;99;5,18;77,93;12,15939394
008177;100;5,16;8311,97;177,9607
008178;100;4,96;123;16,6348
008179;90;5,16;83,88;14,15722222
008180;90;5,17;8385,97;201,1473333
008181;90;5,15;51,11;12,92122222
008182;90;4,58;84,44;10,96722222
008183;90;5,16;66,57;12,21422222
008184;89;5,07;88,76;14,88820225
008185;90;5,08;63,62;11,568
008186;90;5,19;65,69;12,04788889
008187;90;5,18;9068,67;214,2294444
008188;90;5,24;50,8;10,16333333
008189;89;5,14;67,57;13,58011236
008190;90;4,47;83,34;11,57244444
008191;90;4,48;189,67;16,69033333
008192;90;4,47;49,61;11,46511111
008193;90;4,49;28315,3;642,8965556
008194;90;4,44;74,3;12,09411111
008195;90;4,47;91,04;12,45044444
008196;90;4,58;74,97;14,36588889
008197;90;4,49;83,84;12,63444444
008198;90;4,53;8311,68;202,9287778
008199;90;4,92;48,04;9,016
008200;90;4,5;94,91;13,836
008201;90;4,41;73;11,97444444
008202;90;4,41;85,2;11,12033333
008203;90;4,5;8373,07;197,1092222
008204;90;4,44;48,09;9,544
008205;90;4,45;100,2;12,17622222
008206;90;4,45;76,49;11,726
008207;90;4,42;84,98;13,85
008208;90;4,47;8311,93;195,2056667
008209;90;4,43;84,14;10,74744444
008210;90;4,43;99,72;12,60044444
008211;80;8,02;76,61;17,4235
008212;80;8,03;8302,92;221,86375
008213;80;8,08;82,96;21,594625
008214;80;7,8;79,88;14,771125
008215;80;8,14;81,88;20,31875
008216;80;8,03;62,74;18,54975
008217;80;7,42;8297,7;230,553
008218;80;4,43;74,63;14,05
008219;80;4,44;83,93;15,54475
008220;80;4,48;8310,28;217,391125
008221;80;4,45;76,85;13,85425
008222;80;4,46;92,69;13,903625
008223;100;5,38;30028,81;615,4882
008224;90;5,2;89,6;14,20166667
008225;100;5,41;9200,11;199,3351
008226;100;5,35;9101,3;197,3848
008227;100;5,42;73,59;14,3849
008228;100;5,24;115,81;15,1593
008229;100;5,25;9099,93;193,4659
008230;100;5,37;47,13;14,0653
008231;100;5,25;9189,84;196,5852
008232;100;5,28;81,84;13,2012
008233;100;7,53;71,69;14,5931
008234;100;7,47;77,09;13,6989
008235;100;7,43;61,91;14,5033
008236;100;4,35;94,87;15,2019
008237;100;7,48;199,72;20,686
008238;100;7,58;49,25;14,6657
008239;101;6,49;8297,97;178,3035644
008240;100;6,44;66,7;11,9497
008241;100;6,37;51,45;18,0582
008242;100;6,44;64,29;9,7715
008243;100;6,44;55,86;14,0235
008244;100;7,48;97,55;15,3358
008245;100;7,47;55,75;14,9946
008246;100;7,41;59,98;15,7017
008247;100;7,41;28325,7;579,9474
008248;100;7,45;48,94;14,3063
008249;100;7,48;65,93;15,6865
008250;100;7,54;8304,73;184,7488
008251;100;7,87;87,46;14,1451
008252;100;6,49;85,57;14,2934
008253;100;6,31;83,01;14,286
008254;99;3,29;66,96;10,12484848
008255;101;4,46;8416,74;184,4260396
008256;100;4,86;77,83;13,048
008257;100;3,83;54,88;12,0511
008258;100;4,49;93,19;12,6659
008259;100;4,94;90,13;12,4841
008260;100;4,92;88;11,3057
008261;100;4,93;8378,5;182,2224
008262;100;4,95;505,05;20,5088
008263;100;4,54;108,87;14,2127
008264;100;4,93;28370,3;578,6319
008265;100;4,59;71,93;11,9814
008266;100;4,44;92,79;14,3629
008267;100;4,57;8325,75;177,1886
008268;100;4,48;75,95;12,3136
008269;100;4,47;58,81;10,4451
008270;100;4,91;115,36;11,8661
008271;100;4,9;8365,52;177,9309
008272;100;4,93;102,79;16,1573
008273;100;5,2;86,56;13,5139
008274;100;5,09;47,44;11,0406
008275;100;5,09;117,44;16,7505
008276;100;5,09;8309,01;180,0488
008277;101;5,2;126,11;13,02841584
008278;100;5,2;19140,47;398,1963
008279;90;5,25;82,9;12,783
008280;90;5,1;728311,07;16198,667
008281;90;5,22;989,98;22,10588889
008282;90;5,14;80,62;12,47211111
008283;90;5,13;60,99;11,74588889
008284;88;5,15;81,9;14,54204545
008285;90;5,13;8308,25;196,9444444
008286;90;4,47;164,06;13,69022222
008287;90;4,45;81,59;10,50288889
008288;89;4,49;728306,07;16377,9464
008289;90;4,42;48,12;11,27455556
008290;90;4,41;86,16;11,64211111
008291;90;4,44;45,87;9,93744444
008292;90;4,44;88,21;14,04533333
008293;90;4,4;8312,12;199,2792222
008294;90;4,45;45,76;10,15466667
008295;89;4,39;83,74;11,66955056
008296;90;4,42;49,11;11,30088889
008297;90;4,48;67,19;12,16344444
008298;90;4,49;83,01;12,83288889
008299;91;4,43;18303,84;414,1474725
008300;80;7,08;82,65;18,382625
008301;80;6,81;8378,6;226,587375
008302;80;7,28;84,01;17,556125
008303;80;7,04;101,2;22,714625
008304;80;6,52;74,69;15,19675
008305;80;4,44;46,72;11,836
008306;80;4,36;82,35;11,220875
008307;80;4,48;52,71;9,18675
008308;100;5,2;728515,04;14583,4975
008309;99;5,22;87,75;17,58454545
008310;100;5,22;9413,8;211,7755
008311;100;5,41;85,55;13,6337
008312;99;5,2;18604,02;391,4066667
008313;100;5,27;50,39;14,7614
008314;100;6,5;98,09;15,573
008315;100;6,55;728319,82;14580,7852
008316;100;6,51;83,61;13,5794
008317;100;6,53;8335,89;185,3555
008318;100;6,92;84,67;15,6809
008319;100;6,53;155,92;13,7094
008320;100;6,89;88,18;15,9337
008321;100;6,43;50,6;10,815
008322;100;6,49;18336,26;382,6293
008323;100;6,52;89,05;14,3354
008324;100;6,44;87,12;16,4072
008325;100;6,51;72,66;12,4855
008326;100;5,04;88,12;12,9618
008327;100;5;728385;14580,5044
008328;100;5,03;18395,96;383,3578
008329;100;5,03;83,74;14,3542
008330;100;5,04;76,03;13,031
008331;99;5,05;8395,24;99,0520202
008332;100;4,95;87,05;13,9659
008333;100;4,95;82,86;11,519
008334;99;4,97;8400,61;183,8384849
008335;100;4,96;81,74;12,2455
008336;99;4,97;113,91;13,78464646
008337;100;4,99;106,87;14,491
008338;100;5,18;49,96;10,4841
008339;100;5,17;68,6;11,7469
008340;100;5,17;8308,04;179,4023
008341;100;5,19;82,75;11,619
