Lagerout;count(b.baseid);MinFertigungszeit;MaxFertigungszeit;AVGFertigungszeit
006836;80;8,92;83,75;19,09225
006837;100;5,32;28585,7;775,2537
006838;100;5,32;96,82;19,5419
006839;100;5,33;9184,05;199,5022
006840;100;5,35;349,21;26,4502
006841;100;5,35;8715,58;189,1177
006842;100;5,36;9139,14;201,982
006843;100;5,38;699215,27;13999,2096
006844;100;5,39;89,12;16,6181
006845;100;8,32;232,73;26,0055
006846;100;8,94;28641,82;593,8632
006847;100;8,94;143;23,3739
006848;100;8,41;84,67;19,7688
006849;100;8,97;8409,19;188,4701
006850;100;8,82;53,95;17,2135
006851;100;8,93;203,88;25,0677
006852;100;8,53;159,66;17,8047
006853;100;8,93;8401,99;186,873
006854;100;8,97;100,66;19,7874
006855;100;8,54;144,96;21,2316
006856;100;8,94;81,65;17,4151
006857;100;8,54;8348,79;189,5318
006858;101;9,05;81,05;18,59920792
006859;100;8,53;58,96;20,9199
006860;100;8,99;149,72;20,3429
006861;100;4,93;8399,33;184,2065
006862;100;4,87;29139,89;599,1955
006863;100;4,56;95,89;11,1732
006864;100;4,92;8384,65;181,1112
006866;100;4,51;85,16;12,4229
006867;100;4,53;8320,8;181,363
006868;100;4,47;161,99;11,2718
006869;100;4,37;85,86;14,3607
006870;100;4,49;8399,01;183,3713
006871;100;4,38;98,05;15,755
006872;100;4,49;86,05;16,8128
006873;100;4,92;102,05;13,3308
006874;100;4,91;180,62;16,3869
006875;100;5,15;698311,22;13979,367
006876;101;5,17;157,28;14,5539604
006877;100;5,31;84,94;14,6116
006878;100;4,97;28339,68;585,1041
006879;100;5,17;9148,27;195,8706
006880;100;5,13;80,5;11,7614
006881;100;5,22;9150,24;195,0336
006882;100;5,16;83,63;15,7499
006883;90;5,11;51,1;13,40055556
006884;90;5,11;9249,06;218,654
006885;91;5,13;86,5;13,57758242
006886;90;5,1;96,82;15,17811111
006887;91;5,11;8704,08;110,1651648
006888;90;5,11;8475,99;201,2181111
006889;90;5,11;49,79;11,01155556
006890;90;4,63;88,69;15,72055556
006891;90;5,29;8316,1;300,2298889
006892;90;4,54;199,22;14,45655556
006893;90;4,54;28312,88;641,7264444
006894;90;4,56;53,02;9,26844444
006895;90;4,49;98,3;13,041
006896;90;4,55;88,94;10,45722222
006897;90;4,51;93,01;13,22411111
006898;90;4,58;8320,89;201,6035556
006899;90;4,57;85,17;11,86355556
006900;90;4,49;84,97;11,18722222
006901;90;4,49;97,68;11,58377778
006902;90;4,52;83,04;14,82155556
006903;90;4,45;8314,23;198,872
006904;90;4,49;52,9;12,75044444
006905;90;4,52;92,24;11,64433333
006906;90;4,57;94,49;17,40422222
006907;90;4,49;8305,08;199,8535556
006908;90;4,53;56,21;8,47866667
006909;80;9,03;8819,8;239,608
006910;80;9,11;71,3;18,2915
006911;80;9,11;89,17;20,413
006912;80;6,04;77,03;16,701
006913;80;8,9;65;21,486125
006914;80;4,55;85,96;13,12225
006915;80;4,54;49,09;10,465375
006916;80;4,55;71,38;12,934875
006917;80;4,49;95,15;12,163125
006918;80;4,53;8365,07;223,214375
006919;99;5,34;29209,42;611,8285859
006920;100;5,34;86,16;13,5181
006921;100;5,35;9147,92;201,9841
006922;100;5,38;9146,17;199,2542
006923;100;5,37;52,62;14,0828
006924;101;5,76;9145,12;202,1673267
006925;95;5,85;298,25;24,70273684
006926;105;5,39;8300,18;176,7937143
006927;100;8,97;73,05;15,8762
006928;100;8,98;84,88;20,633
006929;100;8,97;8698,17;197,9002
006930;100;8,86;75,74;18,196
006931;95;8,99;8318,27;107,2502105
006932;104;8,99;88,88;19,39663462
006933;100;9;93,87;19,3047
006934;100;9;157,04;22,4729
006935;100;8,94;127,16;22,051
006936;100;8,93;28581,32;590,1693
006937;99;8,9;78,67;19,07515152
006938;96;9,02;8298,88;190,6635417
006939;104;8,98;74,03;17,25086538
006940;100;8,99;94,62;18,4988
006941;100;8,99;203,25;22,6744
006942;100;4,48;94,34;13,694
006943;100;4,88;92,09;15,3573
006944;100;4,51;8383,93;183,4742
006945;100;4,51;80,79;12,3657
006946;100;4,5;88,51;14,8361
006947;100;4,9;75,09;10,6054
006948;100;4,9;8313,86;181,6779
006949;100;4,52;80,81;11,5457
006950;100;4,81;698365,94;13986,0644
006951;100;4,94;97,19;13,5493
006952;100;4,44;264,1;20,8845
006953;100;4,47;28309,81;578,7038
006954;100;4,52;86,81;11,1613
006955;100;4,53;9132,85;198,4333
006956;100;4,93;100,98;12,5315
006957;100;4,48;28311,1;582,8294
006958;100;5,18;29216,44;598,4675
006959;100;5,14;90,57;14,3341
006960;99;5,13;87,65;15,2759596
006961;100;6,03;108,69;15,865
006962;99;5,41;284,6;22,6230303
006963;100;5,15;8203,98;180,6619
006964;100;5,14;90,92;15,6168
006965;91;5,16;185;15,5543956
006966;90;5,26;8317,5;199,0957778
006967;90;5,26;84,49;15,41255556
006968;90;5,26;58,42;11,87611111
006969;90;5,16;82,16;17,72455556
006970;90;5,28;8206,21;196,4452222
006971;89;5,14;52,85;12,22
006972;90;5,12;98,51;13,46588889
006973;90;4,45;87,19;11,67133333
006974;90;4,49;61,19;13,54277778
006975;90;4,48;8314,03;199,6857778
006976;90;4,49;81,15;14,32866667
006977;90;4,45;98;13,93622222
006978;90;4,51;92,14;14,98044444
006979;90;4,57;8365,79;197,4288889
006980;90;4,51;106,72;11,182
006981;90;4,53;95,94;14,30488889
006982;90;4,57;94,94;13,19833333
006983;91;4,52;302,85;21,45604396
006984;90;4,45;28372,05;642,0863333
006985;90;4,49;92,68;14,09588889
006986;90;4,53;80,17;10,85433333
006987;90;4,56;8396,2;105,4538889
006988;90;4,56;91,65;11,58511111
006989;90;4,55;74,47;11,704
006990;80;4,53;56,91;12,406375
006991;80;4,49;73,33;12,654
006992;80;9,2;79,1;20,625625
006993;80;9,21;8248,1;227,273
006994;80;9,23;62,09;20,554875
006995;80;4,52;8324,04;221,387
006996;80;4,54;44,97;9,97
006997;80;4,51;223,03;18,17375
006998;80;4,51;61,07;13,4005
006999;100;5,33;29479,98;605,7202
007000;100;5,53;9141,94;198,3165
007001;100;5,35;149,04;22,0742
007002;100;5,78;10167,17;220,7316
007003;100;5,38;8999,09;198,5677
007004;100;5,37;91,99;19,3579
007005;100;5,39;9216,01;200,927
007006;102;9,07;8331,74;186,6420588
007007;100;9,06;67,55;15,853
007008;100;5,8;157,62;21,689
007009;100;9,08;95,16;19,0861
007010;100;9,08;274,82;23,448
007011;92;9,11;96,73;21,42804348
007012;108;9,1;73,48;16,96231481
007013;100;9,04;28531,26;589,8169
007014;100;8,93;114,02;19,6533
007015;100;9,03;85,23;18,9448
007016;100;8,92;78,15;17,0629
007017;100;9,09;81,9;21,6818
007018;100;9,09;8431,64;188,3067
007019;96;9,1;95,9;19,66208333
007020;104;9,12;9200,22;197,7680769
007021;100;4,79;8313,25;184,7358
007022;100;4,91;153,49;12,034
007023;100;4,49;66,84;10,6554
007024;99;4,88;81,29;16,03989899
007025;100;4,49;8411,19;179,7698
007026;102;4,92;296,75;26,01676471
007027;100;4,92;8381,15;180,5268
007028;100;4,47;78,11;11,7261
007029;100;4,85;92,37;16,4446
007030;100;4,47;89,26;11,7642
007031;100;4,51;8277,82;177,0105
007032;100;4,5;90,36;12,782
007033;100;4,53;288,58;18,2485
007034;100;4,5;75,38;11,4386
007035;101;5,12;81,72;13,1529703
007036;100;5,28;75,01;12,5755
007037;99;6,13;9185,65;201,4263636
007038;100;5,93;74,92;14,8829
007039;100;6,26;8321,41;184,2069
007040;100;5,12;8311,8;193,9682
007041;100;5,15;68,88;12,3481
007042;101;5,16;170,16;14,83613861
007043;90;5,32;8310,93;200,615
007044;90;5,27;71,27;12,37377778
007045;90;5,15;29194,78;664,2928889
007046;90;4,95;72,79;14,94244444
007047;90;5,15;70,75;12,91977778
007048;90;5,15;87,64;14,39044444
007049;90;5,15;8312,75;198,9652222
007050;90;5,15;97,53;11,78122222
007051;88;4,53;54,97;11,83181818
007052;92;4,54;28316,86;627,711413
007053;90;4,49;72,84;13,39566667
007054;90;4,53;81,78;12,50444444
007055;90;4,51;55,88;10,91222222
007056;90;4,47;74,09;12,32288889
007057;90;4,55;8311,17;199,1251111
007058;90;4,47;56,33;13,619
007059;90;4,44;81,11;13,24022222
007060;90;4,48;87,65;11,40377778
007061;91;4,53;8305,34;196,6128571
007062;90;4,55;53,9;13,07766667
007063;90;4,58;111,96;15,031
007064;90;4,58;77,76;13,55555556
007065;90;4,49;8331,54;199,3522222
007066;90;4,58;74,57;14,97566667
007067;80;4,51;157,95;14,533125
007068;80;4,49;78,9;9,920375
007069;80;4,47;94,96;14,647625
007070;80;4,54;8358,64;220,24875
007071;80;4,56;53,02;11,86075
007072;80;4,82;84,98;12,154
007073;81;9,5;69,07;19,87592593
007074;80;9,5;92,19;20,556
007075;80;9,3;50,97;18,243875
007076;99;5,27;29897,73;615,6193939
007077;100;5,5;9188,05;196,598
007078;100;5,27;94,84;13,7125
007079;100;5,55;9202,31;199,6138
007080;100;5,29;9182,12;202,6686
007081;100;5,55;89,99;18,4214
007082;100;5,31;9208,01;195,0529
007083;100;5,54;90,87;17,0094
007084;100;9,11;28411,87;585,4798
007085;100;9,16;76,86;18,4018
007086;100;9,11;86,68;20,4846
007087;100;9,15;72,08;16,5275
007088;100;9,03;8327,2;183,6975
007089;100;9,17;79,81;20,7534
007090;100;9,16;87,7;21,8495
007091;100;9,25;103,25;20,8336
007092;100;9,14;49,88;15,8784
007093;100;9,05;8306,24;186,405
007094;100;9,15;74,02;16,8269
007095;100;9,13;162,55;18,8091
007096;100;9,16;8299,86;181,8887
007097;100;9,15;74,01;19,1719
007098;100;9,16;160,14;22,1196
007099;101;9,27;96,07;19,57920792
007100;100;4,94;106,83;15,1265
007101;100;4,85;191,88;18,1856
007102;100;4,55;29182,92;593,9552
007103;100;4,9;8720,26;192,0543
007104;101;4,5;172,81;16,87475248
007105;100;4,84;9196,81;197,264
007106;100;4,93;83,99;14,2617
007107;100;4,35;92,08;12,1016
007108;100;4,55;88,11;10,8225
007109;100;4,87;8373,91;179,7218
007110;100;4,47;157,89;14,8731
007111;100;4,58;69,57;12,3808
007112;100;4,88;57,62;11,9988
007113;100;4,93;82,33;13,1214
007114;100;4,86;76,28;16,4008
007115;100;5,28;84,08;13,4027
007116;100;5,08;8307,89;176,7326
007117;100;5,11;87,27;15,7747
007118;100;5,24;85,06;11,878
007119;100;5,26;9141,85;195,7351
007120;100;5,13;1880077,02;18814,2707
007121;100;5,27;55,39;11,5608
007122;100;4,92;98,96;14,4186
007123;90;5,13;123,12;16,16022222
007124;90;5,14;103,87;16,20266667
007125;91;5,09;28318,2;634,2686813
007126;90;5,09;72,67;13,15077778
007127;90;5,21;93,14;14,06288889
007128;90;5,29;8310,23;197,2182222
007129;90;5,25;76,59;13,26488889
007130;90;5,12;272,88;17,57588889
007131;90;5,38;83,8;16,46422222
007132;90;4,53;60,04;12,25666667
007133;90;4,49;77,81;13,05488889
007134;90;4,53;8310,14;196,9331111
007135;90;4,5;88,27;11,93288889
007136;90;4,46;88,88;12,3
007137;90;4,54;67,03;10,78466667
007138;90;4,48;75,75;13,10322222
007139;90;4,55;8384,97;197,9405556
007140;90;4,54;50,79;11,72544444
007141;90;4,89;78,95;16,60455556
007142;90;4,49;88,89;13,09033333
007143;90;4,53;28321,72;647,1787778
007144;90;4,53;75,81;11,04288889
007145;90;4,5;91,55;14,46833333
007146;90;4,52;75,72;14,09333333
007147;90;4,58;8310,28;195,8375556
007148;90;4,57;71,99;12,12722222
007149;90;4,57;95,21;13,97022222
007150;80;4,51;58,64;11,083625
007151;80;4,52;90,03;15,5005
007152;80;4,48;8629,49;229,5275
007153;80;4,52;88,63;13,298625
007154;80;4,87;103,75;17,976375
007155;80;7,01;62,94;16,38075
007156;100;5,24;28316,51;580,5224
007157;100;5,24;9192,99;200,8213
007158;100;5,27;94,2;13,4711
007159;100;5,26;9150,92;203,1901
007160;100;5,29;9147,3;201,6443
007161;100;5,3;91,07;17,7906
007162;100;5,54;9223,87;198,8701
007163;99;5,22;91,86;20,95272727
007164;102;9,28;76,02;23,08794118
007165;105;8,22;28372,96;562,6621905
007166;100;8,08;90,67;19,7848
007167;100;8,02;55,25;17,1775
007168;100;5,75;73,15;17,8992
007169;100;7,05;100,74;14,7804
007170;100;7,01;65,31;16,8412
007171;100;7,06;8394,17;181,4988
007172;101;8,97;9195,75;198,8776238
007173;100;8,95;99,97;23,0312
007174;100;8,08;74,97;14,4728
007175;100;8,08;8408,01;184,2761
007176;100;7,99;62,97;17,9714
007177;100;7,03;61,08;13,6032
007178;100;6,93;164,44;20,8424
007179;100;7,03;77,96;14,7593
007180;100;7,03;8385,77;183,526
007181;80;7,3;91,48;19,659625
007182;80;5,44;51,31;14,579
007183;80;6,99;86,6;16,524625
007184;80;6,43;8342,7;227,9435
007185;100;4,97;8299,24;181,7007
007186;101;4,92;83,18;15,22039604
007187;100;4,53;8316,95;177,8155
007188;100;4,92;61,93;11,8857
007189;100;4,92;81,87;14,8522
007190;100;5,23;8308,82;177,2732
007191;100;5,04;251,08;19,6195
007192;100;4,48;28488,84;590,4008
007193;100;4,5;9148,18;199,8004
007194;100;4,9;103,09;13,0746
007195;100;3,85;57,19;13,4086
007196;100;4,93;8312,8;178,1109
007197;100;4,96;100,24;12,6229
007198;100;5,16;106,79;15,7402
007199;100;5,05;61,74;12,7578
007200;100;4,53;102,76;14,5343
007201;90;4,48;177,83;18,99744444
007202;100;5,82;91,59;17,0572
007203;100;5,28;728335,82;14579,017
007204;100;5,13;86,82;13,3985
007205;100;5,09;74,47;11,7881
007206;100;5,24;72,77;13,3957
007207;98;5,23;8782,17;193,7741837
007208;100;5,14;104,94;13,2125
007209;100;5,24;68,8;13,3454
007210;90;5,79;8307,93;197,1701111
007211;90;5,8;77,98;15,76533333
007212;88;6;151,08;18,88272727
007213;90;5,19;146,63;14,66833333
007214;90;5,07;8305,98;198,2998889
007215;90;5,07;116,01;13,15022222
007216;90;5,06;68,4;11,22477778
007217;90;5,2;71,83;12,17344444
007218;90;5,21;8361,25;199,1861111
007219;90;5,09;101,22;15,44522222
007220;90;4,49;79,54;13,06744444
007221;90;4,54;728394,85;16199,54311
007222;91;4,53;86,06;15,5667033
007223;90;4,39;47,79;9,74188889
007224;90;4,45;8310,04;196,1911111
007225;90;4,43;63,39;11,82
007226;90;4,45;60,05;10,81733333
007227;90;4,4;140,15;13,68488889
007228;91;4,4;61,52;11,95153846
007229;90;4,4;8317,35;194,5611111
007230;90;4,42;8314,95;195,459
007231;90;4,52;48,89;9,80088889
007232;90;4,45;58,62;10,71677778
007233;90;4,4;58,69;12,25622222
007234;90;4,41;53,39;10,70322222
007235;90;4,42;73,15;11,70944444
007236;90;4,42;80,91;12,70622222
007237;90;4,4;48,47;8,55255556
007238;90;4,41;51,76;11,01611111
007239;80;4,5;49,88;9,540375
007240;80;4,44;52,73;13,16525
007241;80;4,48;59,86;12,69625
007242;80;7,44;53,88;19,2825
007243;80;7,31;47,95;14,882125
007244;80;7,31;75,58;16,45375
007245;80;7,26;92,03;16,381
007246;80;7,33;50,02;14,635
007247;80;7,2;8358,93;222,39125
007248;80;7,41;62,75;16,00775
007249;80;7,42;47,87;14,445375
007250;100;5,27;729587,65;14612,167
007251;100;5,28;9194,18;199,3904
007252;100;5,26;50,71;12,4748
007253;99;5,28;8895,86;197,5684849
007254;100;5,43;51,26;11,7504
007255;100;5,28;61,22;13,0066
007256;99;5,32;178,78;23,97828283
007257;99;6,05;198,15;23,48919192
007258;100;7,02;90,75;16,7992
007259;97;7,06;728427,76;15037,79309
007260;100;7,11;91,67;18,2114
007261;100;7;50,66;15,9956
007262;100;7,18;50,1;15,4156
007263;100;7,06;106,92;15,8502
007264;100;6,98;58,88;14,162
007265;100;7,06;48,56;12,7619
007266;100;6,96;56,71;17,4877
007267;100;6,95;98,93;20,0623
007268;100;7,1;51,67;13,7469
007269;100;7,1;52,06;12,823
007270;100;7,01;50,52;12,701
007271;100;7,06;57,07;13,5062
007272;100;7,05;50,36;13,5435
007273;100;7,13;8306,44;182,6864
007274;100;4,98;728360,98;14592,1179
007275;99;5;92,53;18,58626263
007276;100;4,51;101,95;12,7473
007277;100;4,82;99,95;14,9372
007278;100;5,09;97,04;15,6978
007279;100;5,03;85;10,9204
007280;100;5,02;8307,66;180,7069
007281;99;5,02;79,03;14,45020202
007282;99;4,92;29187,75;605,0008081
007283;100;4,54;8384,14;178,9413
007284;100;4,45;77,72;12,4212
007285;100;4,52;98,76;12,8007
007286;100;4,45;150,91;13,1421
007287;99;4,95;8373,62;180,2690909
007288;100;5,01;100,16;14,7606
007289;100;5,03;56,02;13,4974
007290;100;5,14;80,93;12,3979
007291;100;5,25;8314,19;184,3473
007292;100;5,14;79,93;13,9025
007293;100;5,04;70,73;13,3114
007294;100;5,07;87,83;14,5805
007295;100;5,09;8615,09;185,5457
007296;100;5,08;84,49;13,9193
007297;100;5,03;47,86;11,2564
007298;90;5,1;163,14;14,14466667
007299;88;5,1;84,14;10,56727273
007300;90;5,04;28313,82;640,9593333
007301;90;5,13;61,18;14,00411111
007302;90;5,02;79,63;12,778
007303;90;5,02;48,5;11,74022222
007304;89;5,02;8432,04;204,6992135
007305;89;5,15;171,96;17,03573034
007306;88;4,86;111,61;16,08920455
007307;85;5,21;123,17;15,83729412
007308;90;5,06;8312,19;201,5126667
007309;89;5,16;45,88;10,07393258
007310;90;4,38;86,19;14,27544444
007311;90;4,41;78,13;12,74155556
007312;90;4,42;188,55;13,87677778
007313;90;4,41;87,87;11,56655556
007314;90;4,39;28315,99;640,0801111
007315;90;4,38;46,99;9,39988889
007316;90;4,37;81,94;13,06388889
007317;89;4,42;53,05;9,60808989
007318;90;4,37;63,19;13,15566667
007319;89;4,5;50,6;9,48426966
007320;90;4,45;93,1;13,748
007321;90;4,4;62,86;11,80388889
007322;90;4,38;78,86;11,02511111
007323;90;4,42;8318,45;197,9771111
007324;90;4,4;47,86;9,68944444
007325;90;4,39;8314,58;195,2355556
007326;90;4,47;126,74;17,95411111
007327;90;4,4;8400,45;198,4964444
007328;90;4,39;71,56;11,12466667
007329;90;4,38;91,29;14,09044444
007330;90;4,38;53,08;10,93244444
007331;91;4,37;103,28;15,37494505
007332;90;4,38;8366,9;195,4214444
007333;79;7,06;51,56;14,52962025
007334;80;7,16;96,23;16,73525
007335;80;7,48;8357,19;226,743375
007336;80;7,53;66,03;16,861
007337;80;7;51,7;14,73025
007338;80;7,5;94,55;17,55475
007339;80;7,53;48,5;17,362375
007340;80;7,89;83,99;20,732
007341;80;7,74;8369,99;223,345125
007342;80;7,29;88,9;17,40675
007343;80;7,42;88,49;19,377875
007344;80;4,4;66,05;15,919625
007345;80;4,5;100,97;13,85325
007346;79;4,44;68,02;15,80202532
007347;100;5,92;79,06;13,9082
007348;100;5,37;28308,39;581,7559
007349;100;5,35;91,93;13,8916
007350;99;5,59;9139,7;201,4619192
007351;100;5,37;195,94;15,6101
007352;100;5,43;9135,76;202,4928
007353;100;5,78;100,06;17,7069
007354;100;5,82;9141,99;202,733
007355;100;7,07;67,96;13,8406
007356;98;7,07;95,56;18,25642857
007357;100;7,07;82,2;15,1539
007358;100;7,01;99,81;19,7992
007359;100;7,07;54,97;11,4224
007360;100;7,07;28310,68;580,3766
007361;100;7,05;49;16,2273
007362;100;7,17;85,7;16,0355
007363;100;7,11;76,77;14,5567
007364;100;7,04;92,67;20,0625
007365;100;7,15;81,8;15,6193
007366;100;7,2;56,94;15,1988
007367;100;7,07;8309,18;185,4806
007368;100;7,22;52,94;13,882
007369;100;7,14;70,97;17,2432
007370;100;4,99;8303,61;179,856
007371;100;7,22;49,93;15,7205
007372;100;4,79;64,26;12,4167
007373;100;4,46;87,95;10,5716
007374;100;4,46;9181,68;197,7845
007375;100;4,9;9190,21;196,4683
007376;100;4,83;159,9;13,849
007377;100;4,47;83,03;12,1518
007378;100;5,35;8507,86;186,3784
007379;100;4,91;96,99;18,444
007380;100;4,93;101,16;12,6581
007381;100;4,52;9182,86;197,2151
007382;100;4,53;65,73;12,064
007383;100;4,93;9195,06;197,0982
007384;100;4,84;74,92;15,0899
007385;100;5,59;8311,86;183,2108
007386;100;5,55;430,04;22,9641
007387;100;5,27;84,06;15,6944
007388;100;5,2;8306,31;183,0924
007389;100;5,31;65,98;12,5604
007390;100;5,17;295,86;17,1541
007391;100;5,25;8571,08;265,4042
007392;101;4,51;112,1;18,1560396
007393;89;5,16;83,62;15,68977528
007394;90;5,17;92,28;13,85222222
007395;90;5,52;28319,34;647,8727778
007396;90;5,29;90,98;15,25555556
007397;90;5,29;73,99;16,97033333
007398;90;5,55;86,02;13,50333333
007399;90;5,48;9183,96;216,4117778
007400;91;5,26;56,16;14,83494505
007401;90;5,43;93,84;18,02577778
007402;90;4,43;47,89;9,04177778
007403;90;4,4;120,95;14,55566667
007404;90;4,42;52,87;11,51477778
007405;90;4,38;72,94;11,39
007406;90;4,37;89,61;12,95155556
007407;89;4,39;8317,68;103,6091011
007408;90;4,38;58,95;10,72077778
007409;90;4,39;87,01;13,24455556
007410;90;4,36;62,39;13,06655556
007411;90;4,4;29190,77;660,2765556
007412;90;4,39;73,9;10,55044444
007413;90;4,38;85,22;11,16422222
007414;90;4,38;8315,68;195,9201111
007415;90;4,4;56,03;11,22277778
007416;90;4,4;93;14,19333333
007417;90;4,42;53,34;11,796
007418;90;4,39;87,15;13,79066667
007419;90;4,39;96,74;13,14511111
007420;90;4,4;97;11,61533333
007421;80;7,9;91,11;18,808625
007422;80;7,81;85,09;19,64475
007423;80;7,96;95,88;16,37525
007424;80;7,71;79,69;18,5455
007425;80;7,96;8410,86;225,2945
007426;80;7,56;63,87;17,2795
007427;80;7,97;94,16;20,513
007428;80;7,56;87,83;17,185375
007429;80;4,41;79,17;10,529125
007430;100;5,88;9141,91;207,4072
007431;100;5,82;98,91;15,7657
007432;100;5,35;30108,99;616,463
007433;100;5,34;9181,68;197,1743
007434;100;5,76;304,67;19,9072
007435;100;5,37;9228,76;202,2872
007436;100;5,4;207,77;23,246
007437;100;5,8;9198,53;200,6254
007438;100;7,16;126,28;18,0669
007439;100;7,02;99,16;19,2729
007440;100;7,21;28364,12;580,5302
007441;100;7,26;77,15;15,4041
007442;100;7,18;8311,48;183,7292
007443;100;7,29;142,11;17,5743
007444;100;7,3;105,67;19,3175
007445;100;7,15;87,56;17,1016
007446;104;7,28;106,82;24,54817308
007447;99;7,3;8364,15;184,810202
007448;100;7,36;72,79;15,4637
007449;100;7,19;104,8;19,123
007450;100;7,33;115,49;17,1569
007451;100;7,29;66,73;15,3983
007452;100;7,38;81,12;16,7428
007453;100;4,46;71,63;13,3921
007454;100;4,86;8317,89;180,1204
007455;100;4,89;98,3;13,4612
007456;103;4,58;19537,99;203,2976699
007457;98;4,95;315,32;17,59744898
007458;100;4,53;38320,91;784,2841
007459;100;4,52;83,97;15,6408
007460;100;4,87;28311,13;579,3885
007461;100;4,97;75,13;13,0616
007462;100;4,76;68,5;11,9628
007463;100;4,51;8398,04;181,6466
007464;100;4,9;317,77;22,8096
007465;100;4,91;86,87;13,2928
007466;99;5;170,02;14,35181818
007467;100;4,95;9252,66;198,7125
007468;100;5,48;93,91;20,7538
007469;100;5,24;9208,87;198,9689
007470;100;5,45;9213,76;202,2011
007471;100;5,47;71,12;14,7938
007472;90;5,25;8312,68;196,1178889
007473;90;5,27;87,19;17,07255556
007474;90;5,27;58,95;11,69122222
007475;89;5,27;28407,17;659,081573
007476;90;5,21;72;14,51888889
007477;90;4,38;9319,08;220,9713333
007478;90;4,38;9291,2;323,2515556
007479;90;4,4;102;15,62011111
007480;90;4,46;9384,76;220,5975556
007481;90;4,44;9291,74;224,2893333
007482;90;4,43;8317,62;199,17
007483;90;4,39;85,37;12,09055556
007484;90;4,4;90,06;13,02555556
007485;90;4,46;92,08;12,26188889
007486;80;4,41;49,98;10,231375
007487;80;4,39;8311,41;220,182875
007488;80;7,98;9204,93;248,10775
007489;81;8,01;78,64;21,40481481
007490;80;7,84;9195,05;250,830125
007491;99;5,58;28712,58;592,4052525
007492;100;5,94;19285,77;408,8444
007493;100;5,41;9150,04;202,6497
007494;100;5,27;39596,91;809,2067
007495;100;5,21;113,21;17,1584
007496;100;7,3;91,24;18,3693
007497;100;7,35;9186,96;204,3449
007498;100;7,37;87,9;16,2689
007499;98;7,44;49,92;13,61346939
007500;100;7,34;88,66;16,7465
007501;100;7,13;381,1;27,2779
007502;100;7,52;39375,16;807,5569
007503;100;4,52;9191,12;200,8647
007504;100;4,41;88,84;13,3618
007505;100;4,86;9214,42;197,6993
007506;100;4,93;59,87;10,4619
007507;99;4,55;9144,89;202,5355556
007508;99;4,98;89,77;16,12747475
007509;100;4,9;9344,26;200,0091
007510;100;4,91;29707,8;605,7187
007511;100;5,34;9250,05;206,3872
007512;100;5,43;29611,33;609,1744
007513;99;5,03;9195,84;200,2190909
007514;100;5,04;92,96;10,9096
007515;90;5,4;9196,74;218,3787778
007516;89;5,26;87,05;15,01134831
007517;90;5,26;709195,94;15771,52011
007518;90;5,21;79,23;13,955
007519;90;4,49;55,87;12,64111111
007520;90;4,48;9129,81;211,3024444
007521;90;4,52;84,95;10,84955556
007522;90;4,31;29106,91;659,4414444
007523;90;4,43;28494,95;648,5443333
007524;90;4,5;29683,01;676,8962222
007525;90;4,42;151,77;14,28122222
007526;90;4,43;9196,99;215,1446667
007527;90;4,45;66,89;14,19877778
007528;80;8;85,56;19,168625
007529;80;8,01;9240,71;255,020375
007530;80;8,02;87,03;22,99175
007531;79;4,48;59,02;10,91012658
007532;80;4,54;57,61;11,5565
007533;100;5,23;9269,79;199,4166
007534;100;5,24;699286,2;14000,7106
007535;100;5,47;81,43;17,6669
007536;100;5,5;9188,86;196,2987
007537;100;7,47;9184,72;198,6615
007538;100;7,31;71,27;16,0874
007539;100;7,76;101,77;18,0756
007540;100;7,58;48,04;17,5636
007541;100;7,46;77,68;15,4972
007542;100;7,27;699189,62;14000,5699
007543;99;7,44;74,81;17,99141414
007544;100;7,48;9197,84;201,0688
007545;100;5,01;65,99;13,5672
007546;100;4,53;9177,95;192,6537
007547;100;4,95;89,31;13,5065
007548;101;4,87;29778,84;895,9734654
007549;100;4,91;9183,4;196,7851
007550;100;4,92;77,22;11,6908
007551;100;4,92;699191,59;13997,7014
007552;100;4,56;72,06;12,8462
007553;100;5,05;63,96;11,9638
007554;100;5,14;75,77;11,7309
007555;100;5,05;8366,21;181,9749
007556;100;5,05;87,91;13,3411
007557;100;5,05;50,11;10,8516
007558;100;5,12;62,89;10,6847
007559;100;4,88;8310,16;179,8482
007560;100;5,22;28319,67;577,3464
007561;90;5,07;9181,11;215,3223333
007562;90;5,09;71,96;12,066
007563;90;5,08;82,61;14,298
007564;90;5,15;29898,02;674,2767778
007565;90;5,02;79,04;12,37055556
007566;90;5,02;8318,91;196,5454444
007567;91;4,8;75,95;13,85714286
007568;89;5,08;80,32;13,7452809
007569;90;5,07;87,91;12,76644444
007570;90;4,4;81,16;13,93255556
007571;90;4,41;102,02;10,75644444
007572;90;4,45;59,6;11,666
007573;90;4,41;78,02;12,47066667
007574;90;4,28;8346,44;196,5923333
007575;90;4,46;73,8;12,95077778
007576;90;4,41;50,07;9,55711111
007577;83;4,52;8391,71;217,7555422
007578;80;8,09;61,5;16,5025
007579;90;4,23;699209,07;15545,985
007580;88;4,4;59,67;10,47261364
007581;90;4,42;54,68;10,19011111
007582;90;4,27;8337,9;198,8267778
007583;90;4,41;76,19;10,91622222
007584;90;4,41;95,53;10,09655556
007585;89;4,49;8315,07;203,768764
007586;90;4,45;91,75;11,31577778
007587;90;4,42;49,09;10,79233333
