Lagerin;count(b.baseid);MinFertigungszeit;MaxFertigungszeit;AVGFertigungszeit
000031289;91;5,31;9101,82;215,0201099
000031294;100;5,21;64,08;14,5306
000031297;103;6,21;8320,96;182,1011651
000031298;100;6,24;39251,67;800,4487
000031300;101;6,26;8311,78;180,1449505
000031303;90;5,08;92,56;11,73422222
000031306;94;5,96;174,54;19,01755319
000031318;90;4,47;78,58;12,63944444
000031319;91;4,51;8317,28;196,483956
000031321;91;5,05;8303,22;195,815055
000031326;91;4,46;48,92;11,86274725
000031330;90;5,03;9258,23;224,0367778
000031335;91;4,48;145,86;14,07362637
000031337;90;5,1;56,32;11,985
000031340;100;6,19;76,99;13,9933
000031346;100;6,32;88,12;16,0314
000031348;100;6,19;8302,45;182,5276
000031353;92;4,98;82,63;19,84076087
000031357;80;0,47;9190,92;248,59825
000031367;90;4,98;238,92;28,66722222
000031375;90;5,39;71,81;13,38366667
000031378;90;5,27;90,66;15,01733333
000031382;95;5,14;112,03;24,43126316
000031384;90;5,25;9799,1;230,1843333
000031388;100;5,31;196,76;19,4393
000031392;101;5,96;54,7;12,91821782
000031394;100;5,58;69,78;14,9484
000031395;100;5,51;8313,32;181,0574
000031405;98;5,53;95,2;14,50244898
000031411;104;5,15;160,73;19,91451923
000031414;105;5,11;8399,45;414,4677143
000031419;108;5,11;145,68;22,15472222
000031426;102;6;473,99;30,22166667
000031429;100;5,58;8366,77;181,3122
000031435;102;5,08;175,59;16,85529412
000031438;91;4,97;28314,97;634,857033
000031447;90;4,94;148,1;16,13366667
000031448;91;5,38;8316,28;198,4376923
000031451;94;4,91;28309,59;619,8637234
000031454;93;4,98;190,04;18,79172043
000031459;90;4,54;80,06;15,32266667
000031464;90;3,83;9011,82;220,7565556
000031467;101;5,43;108,03;14,81405941
000031469;100;5,52;73,01;13,617
000031474;103;5,37;28331,29;567,8279612
000031478;101;5,78;228,07;21,53851485
000031481;97;5,96;8312,76;184,397732
000031484;100;5,82;100,96;17,8575
000031489;100;6,31;66,42;13,599
000031491;100;6,22;92,5;14,4445
000031494;100;6,35;85,94;14,0343
000031496;100;6,22;61,7;15,2949
000031499;100;6,25;90,7;16,2937
000031510;103;6,33;9296,83;207,3356311
000031517;101;6,36;9135,96;199,7824753
000031521;101;6,41;342,69;25,24326733
000031525;100;6,41;73,04;14,5136
000031528;101;6,31;181,86;18,48316832
000031533;101;5,19;28375,8;574,7405941
000031534;44;6,45;9135,08;431,6361364
000031535;103;5,31;76,24;12,96378641
000031538;100;5,1;111,05;14,1519
000031568;102;4,93;28485;573,9046078
000031570;104;5,41;8312,21;183,3910577
000031574;100;5,1;143,86;16,7866
000031582;101;5,31;81,75;17,72683168
000031587;97;5;93,65;14,89907216
000031589;109;5,07;150,16;16,21293578
000031613;91;5,27;9208,97;517,1415385
000031622;90;5,28;46,88;12,812
000031629;91;5,11;8310,32;289,1779121
000031633;90;5,12;49,61;15,32422222
000031637;90;5,19;71,19;11,44411111
000031641;90;5,12;54,51;11,45111111
000031643;90;4,34;64,83;12,13766667
000031651;91;4,43;8304,79;198,2802198
000031659;90;4,52;93,23;15,196
000031660;95;4,52;141,71;22,80852632
000031663;90;4,34;199,91;19,39677778
000031665;90;4,45;81,62;10,66188889
000031669;100;5,23;99,33;11,8059
000031671;100;5,54;194,65;18,6142
000031673;103;5,69;8572,68;191,072233
000031676;102;5,93;8813,81;197,635098
000031680;102;5,57;30116,01;900,5520588
000031682;100;5,56;83,87;14,8783
000031686;100;6,3;61,53;15,6335
000031689;99;6,21;89,99;15,58909091
000031691;100;6,24;8358,01;181,7588
000031696;102;6,41;70,61;13,9372549
000031698;100;6,27;28302,66;578,721
000031702;92;4,85;68,77;17,83836957
000031711;90;4,92;47;13,35744444
000031713;90;5,43;311,56;21,18577778
000031718;100;6,36;81,95;12,3301
000031722;104;6,23;112,62;20,74384615
000031723;100;6,25;83,65;17,4237
000031726;100;6,26;69,95;14,0518
000031729;100;6,36;78,61;13,7683
000031785;102;5,31;28367,28;572,6264706
000031789;107;5,16;9326,03;106,9131776
000031793;111;5,18;9278,2;270,2771171
000031797;106;4,46;156,41;17,02679245
000031805;101;5,1;8323,75;184,4116832
000031809;104;4,97;204,27;19,71903846
000031819;100;4,91;196,02;15,9303
000031823;101;4,97;8939,24;275,4792079
000031857;80;6,93;92,33;14,5665
000031861;80;6,55;198,53;22,424
000031865;80;4,57;83,61;18,32
000031866;81;5;51,57;10,97716049
000031872;84;6,95;120,42;18,16059524
000031879;80;6,94;94,96;17,3005
000031899;99;4,99;122,54;17,38585859
000031902;101;5,12;83,77;13,79970297
000031906;101;5,14;89,93;12,88811881
000031911;98;5,08;53,57;11,23132653
000031932;92;4,35;8303,85;201,8498913
000031934;90;4,41;52,06;11,92922222
000031937;90;4,4;52,95;13,22433333
000031941;90;4,35;728308,55;16196,84389
000031943;91;4,36;105,06;16,51637363
000031958;104;5,16;9198,64;196,2898077
000031965;101;5,04;8866,72;199,6211881
000031966;103;4,85;166,06;21,10776699
000031970;101;5,02;82,26;15,09910891
000031975;102;6,25;227,81;19,91166667
000031977;99;6,26;88,04;18,17757576
000031978;103;6,36;8298,11;176,5885437
000031986;102;6,33;132,04;15,93431373
000031989;90;4,36;51,52;12,28888889
000031993;90;4,35;72,58;14,57411111
000031998;90;4,35;86,83;11,36266667
000032001;90;4,43;68,78;13,41488889
000032006;90;4,41;84,09;12,28033333
000032009;90;4,42;409,16;23,25822222
000032016;92;4,42;99,1;15,67945652
000032019;90;4,35;64,09;11,35044444
000032021;90;4,47;79,76;12,94944444
000032027;101;6,43;50,99;12,66930693
000032028;101;6,87;101,97;16,38772277
000032034;100;6,33;83,39;14,7112
000032036;100;6,41;92,94;17,4393
000032043;100;5,31;28918,7;594,7769
000032047;100;5,27;9200,94;202,6774
000032054;99;5,32;223,8;22,20323232
000032060;100;5,03;728947,74;14780,8439
000032063;101;5,29;127,17;20,09069307
000032074;90;5,26;85,63;16,17388889
000032076;92;5,04;304,38;21,65641304
000032088;90;4,36;160,05;14,22
000032090;91;4,34;8300,17;193,3889011
000032094;90;4,06;86,85;10,76677778
000032107;102;4,43;155,24;16,38323529
000032111;106;4,94;192,82;23,74886792
000032113;106;4,85;728400,76;20644,75943
000032117;101;4,54;88,26;14,79207921
000032121;102;4,8;8309,2;179,98
000032168;100;5,15;616,21;24,6087
000032170;100;5,04;728312,46;14582,4486
000032175;100;5,39;8597,86;185,083
000032179;102;5,8;85;14,16990196
000032182;102;4,81;73,97;12,48303922
000032187;100;5;38319,91;777,6727
000032189;100;5,3;8314,62;262,663
000032193;106;4,97;87,04;17,19433962
000032195;101;5,81;375,93;20,56188119
000032201;102;5,13;199,93;14,39147059
000032272;81;5,02;77,87;12,5754321
000032278;83;6,97;196,34;20,65120482
000032282;80;6,72;8304,06;222,25325
000032285;82;7,16;206,34;27,94134146
000032289;81;7,38;57,84;18,35679012
000032291;79;6,97;53,91;15,45177215
000032294;81;7,41;81,71;18,77802469
000032295;81;7,03;194,08;19,86864198
000032301;100;5,03;84,8;14,1283
000032307;100;5,2;83,88;13,3952
000032313;100;4,55;8321;181,4563
000032318;90;4,48;83,93;15,061
000032323;91;4,4;28419,67;324,9348352
000032327;92;4,34;183,74;21,66152174
000032331;100;6,52;87,74;14,4899
000032332;101;6,45;94,98;18,05881188
000032339;100;6,47;28314,08;580,236
000032341;100;6,34;216,11;20,691
000032344;100;6,93;87,51;15,6377
000032347;100;6,52;79,06;14,5871
000032349;100;7;79,19;14,6886
000032351;100;6,85;8326,07;184,0404
000032354;90;5,05;77,1;13,37666667
000032358;92;5,11;9142,8;214,8817391
000032369;90;5,02;81,99;12,48577778
000032371;91;5,09;56,31;13,07549451
000032377;90;4,83;8307,7;198,4401111
000032380;90;5,11;85,87;12,64955556
000032385;90;5,24;51,07;11,69111111
000032389;105;6,3;769320,64;35486,03971
000032392;144;6,91;8329,91;130,0742361
000032393;98;6,91;8335,27;184,9823469
000032396;55;6,46;71,59;24,36727273
000032400;100;6,52;48,95;12,4658
000032402;91;4,43;8311,91;195,3408791
000032406;90;4,47;77,26;10,83233333
000032411;90;4,45;56,23;10,50955556
000032456;100;5,07;8310,96;181,5017
000032459;101;4,94;92,07;14,1729703
000032461;104;4,86;28333,36;559,9071154
000032467;103;4,93;83,31;12,4523301
000032471;101;4,92;88,01;14,02148515
000032484;101;4,91;87,97;13,43257426
000032489;80;5,02;78,87;12,644375
000032491;82;6,94;98,49;21,305
000032497;80;4,57;91,52;14,055125
000032498;80;7,04;59,61;14,9945
000032501;81;4,94;87,68;11,28395062
000032506;81;7,15;73,02;18,01802469
000032510;80;4,57;58,94;12,084875
000032516;82;7,24;8304,66;231,3464634
000032519;80;6,43;82,98;17,204875
000032521;80;7,16;98;16,5655
000032525;82;5,04;50,62;13,44963415
000032526;81;4,95;87,95;11,61703704
000032573;100;5,42;9283,12;200,5733
000032578;100;5,22;9212,66;388,9106
000032587;101;5,33;102,11;16,68524752
000032592;104;5,9;9275,54;106,2743269
000032595;102;5,99;164,71;22,90362745
000032602;104;5,53;193,03;19,74625
000032605;104;5,56;39297,48;1152,305481
000032616;90;5,16;53,97;14,31066667
000032620;91;5,29;114,73;16,50340659
000032623;92;4,96;92,65;17,10467391
000032631;90;4,43;86,74;15,04266667
000032634;91;4,46;8316,17;196,8663736
000032639;90;4,42;79,06;11,24188889
000032648;90;4,43;28301,7;640,1358889
000032650;90;4,47;58,05;10,62877778
000032653;90;4,51;52,56;12,72833333
000032660;91;4,42;90,55;11,76428571
000032667;91;4,47;8317,98;288,3140659
000032680;101;4,93;100,22;11,94316832
000032683;100;6,91;167,22;19,7749
000032687;105;5,09;100,81;16,33971429
000032692;100;5;54,64;12,8087
000032699;102;4,99;285,71;26,54990196
000032702;102;5,08;28366,85;569,4372549
000032705;104;4,99;206,37;21,32365385
000032709;104;4,51;226,99;17,22298077
000032711;101;4,98;8312,95;180,7335644
000032739;103;6,89;103,5;15,96854369
000032740;101;6,8;104,84;15,27386139
000032743;103;6,9;92;19,86485437
000032745;100;6,99;8311,67;182,0133
000032748;104;7,02;8309,21;177,4248077
000032751;106;7,01;129,95;18,04509434
000032753;102;6,99;51,55;11,55264706
000032756;102;6,98;96,33;17,41264706
000032759;91;5,34;84,64;14,78120879
000032761;90;5,12;8308,02;196,3103333
000032764;90;5,54;191,93;20,22011111
000032766;91;5,23;74,7;13,96
000032770;100;6,86;58,27;14,9506
000032775;102;6,53;143,64;18,58764706
000032781;100;6,92;80,08;15,8925
000032785;101;7,03;160,55;22,76970297
000032793;100;6,92;28331,32;583,6142
000032796;100;6,96;149,23;15,5307
000032805;91;4,39;76,95;13,23043956
000032809;91;4,41;56,18;11,05813187
000032814;90;4,47;72,82;10,50411111
000032817;90;4,48;49,08;11,42644444
000032818;90;4,43;85,12;12,36055556
000032827;91;4,48;109,33;13,69813187
000032830;90;4,42;8701,28;211,8808889
000032833;92;4,5;83,25;13,15478261
000032839;101;5,5;9203,89;198,1189109
000032843;101;5,54;9263,13;204,1391089
000032848;102;5,26;9235,08;198,0809804
000032852;100;5,56;28908,86;592,2183
000032856;100;5,18;401,54;23,1266
000032860;104;5,13;8301,98;175,3265385
000032879;99;4,38;183,64;20,48393939
000032882;102;4,42;8305,47;180,7790196
000032885;105;4,52;259,07;24,59961905
000032887;100;4,42;47,95;10,5542
000032894;103;4,39;91,01;16,39912621
000032895;100;4,39;8393,96;188,2409
000032901;100;5,76;83,06;16,5271
000032908;101;5,39;29220,09;600,2960396
000032920;113;5,29;511,89;24,44504425
000032923;105;5,91;8416,14;350,9853333
000032927;93;5,55;8303,86;191,6541936
000032930;93;5,54;115,82;14,58430108
000032937;93;5,55;84,82;13,38817204
000032941;92;5,26;8307,04;196,5952174
000032945;184;5,12;9199,64;114,2292391
000032951;92;5,27;59,35;12,76032609
000032956;90;4,47;91,05;14,41344444
000032958;90;4,51;51,64;11,72655556
000032997;101;5,14;74,53;12,92336634
000033002;105;5,12;114,38;19,536
000033006;103;4,75;81,65;13,70330097
000033008;102;5,14;50,21;13,98117647
000033031;80;5,02;98,17;15,820375
000033033;80;4,67;8302,05;218,97225
000033036;80;6,92;8294,73;222,6195
000033041;80;7,16;79,83;15,222375
000033042;80;7,15;87,59;14,7895
000033061;102;4,44;8324,52;261,9147059
000033064;100;5,07;87,32;17,6143
000033066;100;4,53;88,56;12,9279
000033068;101;4,51;152,97;14,7050495
000033106;100;7,01;92,94;17,8808
000033107;101;7,03;97,18;14,21732673
000033110;109;7,16;8447,14;102,1542202
000033111;100;7,08;152,1;15,781
000033113;102;7;201,09;19,02931373
000033118;103;7,11;113,95;17,70747573
000033119;102;7,1;99,8;16,43088235
000033123;99;7,22;131,14;18,05070707
000033130;90;4,4;51,64;9,39577778
000033134;90;4,4;87,77;10,42677778
000033136;90;4,28;110,03;13,27388889
000033140;92;4,41;208,93;17,8976087
000033141;90;4,42;45,7;11,46588889
000033143;90;4,45;8300,93;195,3742222
000033146;100;7,12;96,92;17,7065
000033148;101;7,17;221,99;18,02881188
000033151;104;7,03;110,98;20,44173077
000033154;99;7,31;8317,53;192,4051515
000033157;100;7,24;28600,76;593,7787
000033159;101;7,13;101,1;16,56
000033160;101;7,08;157,85;19,65435644
000033164;100;7,02;108,65;18,7643
000033173;92;4,45;830,89;34,02086957
000033174;91;4,47;68,5;14,24659341
000033190;90;4,48;9140,91;216,0174444
000033195;91;4,19;28371,13;637,4618681
000033200;90;4,42;8310,21;195,982
000033204;90;4,5;59,74;12,90911111
000033210;92;5,96;209,05;21,07880435
000033225;90;5,36;65,63;12,74177778
000033229;100;5,17;84,84;15,5104
000033238;100;5,15;58,58;11,4199
000033245;101;5,24;8314,89;260,719505
000033249;98;5,38;146,8;24,64663265
000033254;108;4,43;28909,63;1429,166852
000033258;101;4,42;8297,12;179,6655446
000033262;101;4,52;88,42;18,75940594
000033264;102;4,55;86,23;13,43284314
000033268;105;3,78;211,84;18,75380952
000033294;104;4,41;86,84;14,87451923
000033299;102;4,51;107,66;16,07362745
000033304;100;4,41;95,53;16,3265
000033309;100;4,5;8327,52;202,8668
000033328;89;5,35;172,04;23,46629213
000033332;100;5,79;9180,84;201,9003
000033339;114;5,44;9302,58;192,6107018
000033344;107;5,34;28348,92;291,0896262
000033347;105;5,35;19188,62;386,6433333
000033363;83;7,12;8436,4;218,8542169
000033366;80;4,95;8392,33;223,137375
000033369;86;4,54;63,79;14,03534884
000033373;81;4,93;69,74;14,66765432
000033378;82;5,04;8600,53;222,6835366
000033380;82;4,52;90,87;13,18987805
000033382;79;4,92;67,61;11,50670886
000033383;80;4,63;191,54;15,9665
000033396;80;7,26;96,09;18,6775
000033397;80;4,53;10213,91;270,609875
000033401;81;4,94;57,4;13,38950617
000033407;80;4,91;8305,74;220,765375
000033439;92;4,44;8314,86;196,3908696
000033446;90;4,38;90,94;17,199
000033454;90;4,31;64,23;12,40211111
000033455;90;4,42;59,73;12,45433333
000033459;91;4,41;99,95;15,40571429
000033466;90;4,48;53,76;12,25155556
000033471;88;4,5;8383,18;209,9736364
000033475;94;4,44;97,19;22,38106383
000033479;90;4,44;90,8;18,37944444
000033485;94;4,42;9198,24;214,8658511
000033491;90;4,55;83,91;12,32822222
000033495;91;4,49;87,03;15,19648352
000033498;90;4,46;8313,86;199,5124444
000033567;101;5,41;299,26;20,1390099
000033568;100;5,33;8309,96;177,693
000033572;102;4,88;55,13;13,45656863
000033576;100;5,16;29298,76;604,6497
000033580;101;4,51;9143,81;121,4346535
000033588;104;4,53;28488,95;657,3042308
000033593;104;4,55;113,21;17,88903846
000033594;101;4,55;173,16;19,70653465
000033598;103;4,46;28692,83;856,6701942
000033632;100;4,42;112,26;12,5827
000033636;101;4,55;58,19;13,52346535
000033639;101;4,54;8451,22;261,3110891
000033641;104;4,99;9204,78;200,6056731
000033645;89;5,22;86,91;14,15516854
000033648;91;4,96;81,99;14,18340659
000033651;108;5,19;8384,14;198,4408333
000033656;105;7,29;220,95;26,26657143
000033660;102;7,05;84,39;17,4354902
000033663;103;7,13;8396,91;185,6899029
000033670;93;4,48;161,39;16,89860215
000033675;92;4,43;93,79;12,3473913
000033677;90;4,47;114,46;14,31366667
000033680;90;4,43;28905,72;654,0068889
000033685;106;7,02;28379,47;555,4038679
000033691;104;7,29;381,77;34,04596154
000033692;104;7,24;162,17;17,02903846
000033696;100;7,35;60,75;16,9032
000033711;112;5,36;9211,88;276,3011607
000033759;110;5,79;9204,68;284,1121818
000033760;102;5,48;9617,81;305,4267647
000033764;98;4,79;155,74;20,38377551
000033765;91;5,35;8313,02;196,7535165
000033767;96;5,06;86,5;19,82145833
000033768;91;5,19;73,97;13,80362637
000033771;82;5,73;94,56;14,13170732
000033841;102;3,86;19102,2;202,627549
000033844;101;4,27;29248,83;592,339901
000033847;100;5,16;103,27;14,9337
000033852;101;4,78;91,44;18,69940594
000033855;101;5,26;29151,04;593,8735644
000033858;102;5,19;78,68;15,37490196
000033861;101;5,2;173;18,07663366
000033864;104;4,96;9444,49;374,0429808
000033868;103;4,94;172,76;21,44174757
000033871;99;5,13;8321,7;186,7793939
000033874;104;4,96;90,14;15,71048077
000033878;103;4,47;8374,91;176,783301
000033880;105;4,97;50622,12;2427,884571
000033886;103;7,34;683,79;34,85533981
000033887;100;7,23;8351,04;183,9606
000033890;102;7,54;78,02;18,49970588
000033893;100;7,34;8313,78;182,3422
000033898;105;4,55;362,84;25,474
000033902;105;5,96;28324,81;563,4409524
000033916;98;5,58;78,99;15,89428571
000033921;100;5,34;9293,13;201,6422
000033928;100;7,43;82,65;18,2676
000033930;107;7,89;28458,94;1086,725234
000033935;100;7,57;8299,95;180,0801
000033937;100;7,49;215,68;21,2832
000033954;95;4,95;40543,32;637,0166316
000033961;91;5,94;95,93;15,50483516
000034247;100;5,26;145,14;16,728
000034255;102;5,95;8380,21;181,2787255
000034259;100;5,21;8324,33;179,7048
000034263;100;5,35;88,82;14,4269
000034271;108;5,02;9746,84;126,9465741
000034276;100;4,93;144,85;14,7543
000034282;100;5,02;180,86;20,9596
000034288;106;5,03;28444,19;828,9249057
000034295;111;4,98;50806,11;1844,112252
000034302;104;4,91;89,99;14,24980769
000034306;104;4,3;173,56;18,54817308
000034309;80;7,49;57,33;15,528125
000034313;80;4,51;45,75;10,77525
000034315;81;8;189,02;22,92395062
000034318;80;4,55;8358,11;219,454
000034321;80;8,01;91,86;18,24825
000034325;80;4,43;29187,96;742,67875
000034327;81;4,79;103,19;17,16382716
000034328;79;8,02;91,52;17,50405063
000034361;90;4,58;146,17;17,15133333
000034363;90;4,45;76,03;13,94311111
000034367;92;4,4;149,85;14,41434783
000034373;90;4,48;51,58;11,88344444
000034382;92;4,48;121,94;14,33152174
000034387;90;4,52;100,1;13,05022222
000034390;98;4,44;50902,92;3110,341837
000034395;90;4,45;74,13;12,79255556
000034399;91;5,19;74,99;15,59307692
000034402;92;5,17;108,17;16,16913043
000034406;92;5,4;92;13,61804348
000034408;90;5,98;8318,06;203,6595556
000034411;91;5,38;95,61;21,37087912
000034413;107;4,96;790376,78;8698,662617
000034420;100;7,31;19196,56;403,1981
000034422;106;7,3;8684,49;342,4488679
000034426;101;7,96;8382,64;182,2089109
000034429;102;7,4;99,87;18,02254902
000034434;101;7,37;72,84;15,68554455
000034436;101;7,45;8307,37;100,3760396
000034438;100;7,4;55,05;18,6738
000034448;100;5,51;9190,66;199,0286
000034454;100;5,36;9270,39;205,3998
000034456;101;5,57;85,79;12,92970297
000034460;91;4,51;98,11;14,15307692
000034466;90;4,47;76,31;15,066
000034473;90;4,49;99,5;11,12344444
000034474;90;4,52;92,41;10,38511111
000034480;90;4,53;100,29;16,91866667
000034483;91;4,46;8332,89;195,9696703
000034486;91;4,5;107,14;16,10065934
000034490;90;4,52;8314,35;198,1873333
000034498;90;4,45;83,6;10,74277778
000034505;93;4,52;88,92;15,56322581
000034539;100;5,83;89,45;19,312
000034542;103;5,2;89,26;16,44320388
000034546;100;5,21;8303,63;187,5891
000034548;98;5,35;8320,49;181,4628571
000034550;101;4,99;63,03;13,3849505
000034590;102;4,08;103,05;17,02666667
000034591;102;4,79;8316,53;181,3411765
000034598;100;4,52;88,8;13,9202
000034627;90;5,09;82,81;15,14744444
000034630;91;6,03;97,25;20,08208791
000034635;90;5,35;8316,46;202,2325556
000034640;90;5,37;103,56;15,47633333
000034646;91;5,17;294,42;19,64461538
000034647;91;5,26;97;12,68659341
000034651;92;5,24;8307,95;192,9121739
000034658;101;5,59;9201,22;204,9719802
000034661;102;5,34;40101,89;800,9130392
000034663;101;5,2;89,8;17,1990099
000034667;99;5,31;28455,85;597,059899
000034671;101;7,46;96,59;18,70257426
000034673;102;7,94;120,25;19,42343137
000034678;103;7,48;8313,14;101,7525243
000034684;90;4,43;89,91;13,77955556
000034689;90;4,43;92,87;12,48977778
000034693;97;7,44;76,07;15,98226804
000034698;96;7,33;9215,1;209,4416667
000034700;92;4,51;50,98;12,58913043
000034703;92;4,47;28355,34;633,2795652
000034706;90;4,54;102,89;15,06344444
000034711;103;7,95;226,98;24,20834951
000034712;101;7,95;63,17;21,29207921
000034718;90;4,49;72,24;11,97233333
000034720;91;4,47;8321,14;203,1913187
000034722;106;4,91;8452,53;335,5613208
000034724;101;4,5;176,11;17,8170297
000034731;106;5,04;8376,18;177,939434
000034827;80;8,03;141,97;19,42675
000034830;80;4,54;101,6;18,866875
000034832;80;7,31;67,66;15,951375
000034834;80;4,45;96,65;12,99125
000034836;80;4,47;8318,63;220,8965
000034837;80;8,03;76,65;19,90525
000034841;100;6,87;8337,44;99,8026
000034847;113;7,81;465,41;36,94619469
000034848;91;4,14;909039,46;10003,89319
000034849;100;7,91;51,56;16,8878
000034861;100;7,37;79,06;14,5696
000034865;100;7,93;8360,26;267,3605
000034867;102;7,91;171,46;20,76813725
000034872;102;7,93;220,91;26,24392157
000034880;100;5,32;8392,21;182,6983
000034883;101;5,33;179,61;24,20574257
000034886;91;5,38;174,82;18,79659341
000034893;92;4,91;19310,08;227,1748913
000034901;90;4,44;94,28;12,97944444
000034906;90;4,44;8311,64;197,6763333
000034913;100;5,77;76,82;15,87
000034915;100;5,37;8315,13;182,3341
000034917;100;5,36;86,72;15,1641
000034920;107;4,9;8370,82;178,1842056
000034925;103;4,41;8372,57;177,1817476
000034930;102;4,54;94,75;15,48813725
000034933;101;4,98;150,77;15,79257426
000034940;104;4,99;8376,74;279,7902885
000034946;109;3,53;118,25;20,24045872
000034954;109;4,96;19511,15;380,4783486
000034961;100;5,05;202,27;25,8673
000034962;107;4,53;242,82;25,83224299
000034966;81;8,04;8334,93;222,3423457
000034967;80;8,14;72,54;18,108875
000034972;82;4,31;55,42;11,54158537
000034974;80;4,5;83,56;11,209
000035034;103;4,91;87,83;16,29281553
000035037;101;4,53;86,02;15,95732673
000035042;100;4,92;248,1;17,2805
000035044;103;4,91;8364,98;176,8772816
000035048;101;4,91;95,19;14,05277228
000035072;100;6,01;8327,31;185,6894
000035073;100;5,4;99,36;14,615
000035077;102;5,77;88,54;14,31666667
000035080;100;5,9;74,15;13,9905
000035085;101;5,98;94,55;14,99584158
000035109;100;7,96;8332,03;103,4269
000035114;101;5,09;111,59;19,95089109
000035118;100;8;76,73;15,5485
000035121;101;7,99;105,29;19,62346535
000035128;102;5,32;281,57;26,55882353
000035136;103;5,37;8591,81;203,7813592
000035140;101;5,54;8765,03;199,7835644
000035143;102;5,53;8359,09;185,0922549
000035150;100;7,93;28410,76;585,9479
000035153;100;7,92;81,61;16,5288
000035157;92;4,47;112,73;13,2976087
000035162;92;4,43;86,05;11,30597826
000035169;91;4,48;8363,99;197,0817582
000035174;91;4,52;207,8;17,22032967
000035176;91;4,52;78,98;11,60945055
000035184;90;4,5;59,84;11,81877778
000035187;90;4,47;110,8;14,37977778
000035192;90;4,48;48,88;9,58122222
000035193;90;4,46;97,05;12,31955556
000035258;101;4,51;97,8;14,84782178
000035269;111;4,53;310,86;26,35702703
000035283;103;4,45;106,78;17,55951456
000035289;100;4,45;56,1;11,3656
000035337;80;4,98;54,9;10,833875
000035340;80;7,83;108,4;22,131125
000035349;86;5,03;83,83;15,33523256
000035373;91;5,38;28377,13;639,3658242
000035375;91;5,38;206,09;18,31252747
000035380;88;5,8;8323,53;128,3451136
000035385;91;5,35;89,87;15,1778022
000035389;90;4,53;86,76;10,994
000035395;91;4,52;61,64;14,18989011
000035398;90;4,2;83,68;12,70333333
000035400;90;4,55;78,63;11,599
000035402;90;4,99;8309,63;197,5018889
000035407;90;4,99;8307,95;196,0562222
000035429;104;5,35;185,51;21,54240385
000035434;101;5,57;115,03;18,89267327
000035441;90;4,98;89,83;13,94766667
000035443;90;4,99;28330,33;641,1095556
000035540;101;4,47;28392,21;574,7621782
000035544;100;3,39;74,87;12,7373
000035549;100;5,13;233,24;13,7813
000035551;101;5,21;8320,45;179,8861386
000035560;95;5,98;90,1;16,66221053
000035563;91;5,55;167,84;15,88472527
000035566;91;4,98;74,25;15,14758242
000035569;90;4,97;96,23;13,40588889
000035573;90;5,01;77,87;13,30955556
000035575;91;5,01;8307,66;195,4304396
000035578;100;4,32;8296,13;183,2257
000035580;101;7,99;8298,29;180,2041584
000035581;100;7,91;97,78;18,1456
000035628;81;5,01;8316,26;119,6996296
000035631;80;5,04;75,88;15,01825
000035633;80;4,5;77,08;12,342625
000035636;80;4,5;50,05;10,93825
000035639;81;8,14;73,03;16,07790123
000035641;81;4,97;8318,4;116,992963
000035715;101;5,32;28321,8;593,9878218
000035720;101;5,33;199,8;19,17217822
000035725;40;5,17;96,65;21,8345
000035729;100;5,32;107,15;16,5434
000035733;101;5,32;8993,82;197,5267327
000035738;100;5,56;8394,74;196,1414
000035746;105;4,45;8313,48;173,9869524
000035748;103;4,4;186,94;21,40456311
000035751;62;4,86;94,3;21,51209677
000035753;102;3,29;165,86;18,14843137
000035756;99;4,92;79,12;12,99131313
000035759;100;4,9;8301,94;178,2489
000035762;44;4,49;78,96;15,71818182
000035767;100;5,25;76,76;11,8872
000035776;101;5,33;128,12;17,44386139
000035780;102;5,17;93,99;13,76705882
000035783;100;4,92;81,12;17,297
000035788;100;3,94;8307,01;177,5359
000035793;102;4,47;147,58;17,96637255
000035795;103;3,84;150,76;21,81601942
000035800;103;3,83;8305,88;176,0407767
000035802;100;4,46;88,48;15,5372
000035859;92;4,53;748650,91;24422,555
000035862;90;4,97;91,09;14,261
000035870;91;5,01;66,94;12,30604396
000035872;90;4,57;86,84;10,70166667
000035875;90;5,02;62,99;12,76211111
000035882;90;4,98;78,16;13,71533333
000035889;90;5;123,65;15,27644444
000035900;100;7,98;85,17;18,696
000035901;100;7,99;85,99;16,4307
000035908;99;7,98;93,91;14,8930303
000035911;100;8;77,84;15,946
000035913;100;3,95;124,93;21,6058
000035917;90;5,24;87,08;13,98711111
000035921;94;5,36;498,73;32,64723404
000035925;90;5,36;69,82;12,59966667
000035928;94;5,36;8335,47;199,1957447
000035930;90;5,24;748344,9;16648,18233
000035933;89;6,22;191,45;22,92337079
000036017;80;4,5;76,58;12,1415
000036019;80;7,92;8296,81;228,442
000036024;80;5,04;91,72;12,274
000036029;80;8,4;72,69;16,784125
000036033;80;8,25;199,36;23,117375
000036038;80;5;84,03;14,6165
000036040;79;4,99;748495,01;18968,48304
000036044;80;4,45;45,44;10,67525
000036047;80;4,95;89,08;13,516
000036066;103;5,13;309,51;22,91427184
000036070;97;8,01;8326,32;190,0814433
000036073;102;8,14;73,84;19,96186275
000036075;101;7,81;70,1;15,99940594
000036080;101;8,07;79,49;17,86782178
000036083;90;5;63,22;12,04366667
000036087;90;5,02;79,6;13,50344444
000036089;90;4,57;102,9;11,48444444
000036093;91;4,83;65,11;13,55142857
000036097;90;4,83;8310,51;197,6342222
