Lagerin;count(b.baseid);MinFertigungszeit;MaxFertigungszeit;AVGFertigungszeit
000049008;92;5,03;45,57;11,27717391
000049013;88;5,04;93,06;13,12329545
000049014;91;5;58,68;11,86538462
000049016;105;7,02;28371,1;560,5666667
000049020;102;7,07;47,58;13,08617647
000049023;90;4,45;64,88;11,79122222
000049029;91;4,46;87,58;12,44934066
000049030;90;4,43;54,26;11,27
000049037;101;5,28;189,26;16,97544554
000049039;101;5,23;277,01;24,45643564
000049044;101;5,45;8498,02;265,8621782
000049055;90;4,5;52,66;11,55322222
000049059;90;4,43;51,85;11,06244444
000049064;100;4,89;48,62;11,7912
000049070;100;4,46;52,17;9,1593
000049073;103;4,48;8418,76;255,9995146
000049080;103;4,56;169,01;13,58349515
000049082;100;4,88;46,97;11,0871
000049094;105;4,91;165,84;16,63361905
000049098;101;4,87;101,17;12,69732673
000049101;102;4,46;8360,32;174,9896078
000049104;99;7,09;87,06;18,82090909
000049106;100;7,1;71,16;13,6078
000049107;101;4,53;87,72;15,25950495
000049111;100;7,12;95,12;16,4466
000049113;81;4,46;83,74;11,35790123
000049121;87;7,29;168,58;25,63034483
000049124;80;7,44;8312,99;222,68475
000049125;80;4,57;93,09;12,045875
000049133;80;4,56;52,01;12,4685
000049136;80;4,51;48,85;9,52375
000049142;80;7,29;74,87;13,734875
000049146;80;4,48;8362,08;117,297
000049151;81;6,98;88,57;21,4891358
000049155;90;5,02;84,84;11,348
000049164;90;5,02;48,7;11,12022222
000049168;157;5,04;85,83;13,06471338
000049173;90;5,13;8360,11;195,4506667
000049176;99;7,04;94,77;14,48919192
000049179;100;7,12;77,72;16,2451
000049189;102;7,05;8380;341,6847059
000049194;101;7,06;48,12;16,12633663
000049198;90;4,46;59,9;11,70333333
000049199;90;4,46;28370,17;647,3831111
000049205;89;4,51;105,55;13,66617978
000049209;90;4,43;8320,04;195,3197778
000049210;89;4,5;57,46;8,53404494
000049215;91;4,52;86,04;15,0167033
000049220;90;4,5;87,97;13,82866667
000049223;90;4,49;47,81;9,80066667
000049237;100;5,07;97,69;18,7614
000049240;100;5,19;8574,24;183,1884
000049246;100;5,17;83,69;13,4907
000049318;105;4,43;226,94;20,30904762
000049322;104;4,91;164,01;18,10230769
000049333;100;5,18;71,56;12,2153
000049340;101;4,45;174,07;18,32920792
000049345;100;7,1;64,93;11,8506
000049349;100;7,06;70,15;14,1331
000049356;97;5,27;83,93;14,09639175
000049359;103;5,28;49409,62;502,0281553
000049370;101;5,26;8527,89;181,7717822
000049374;100;7,08;79,02;14,3718
000049380;100;7,09;8319,97;181,3008
000049389;91;4,53;8311,92;194,2052747
000049392;90;4,47;54,15;10,42422222
000049394;90;4,53;8309;196,0065556
000049397;90;4,46;57,22;11,352
000049398;90;4,54;57,6;12,42855556
000049405;91;5,08;57,07;12,41406593
000049406;181;4,81;89,93;14,76209945
000049410;24;5,18;81,42;16,48208333
000049416;90;4,51;8309,28;195,4037778
000049419;90;4,44;82,03;10,68266667
000049422;90;4,49;46,98;8,86911111
000049423;90;4,48;109,56;16,05633333
000049429;100;7,16;8299,54;178,4237
000049431;100;7,17;76,66;16,6028
000049435;100;7,16;84,77;15,4718
000049439;99;5,06;121,25;15,91575758
000049440;101;5,24;8304,35;189,969604
000049451;100;7,1;83,06;15,1597
000049458;101;4,45;62,97;10,32693069
000049463;100;4,49;8361;178,2623
000049464;100;4,59;8304;176,5041
000049467;101;4,44;8305,85;174,7010891
000049472;105;4,54;28371,08;824,6182857
000049475;101;4,52;100,2;12,24633663
000049480;84;4,44;8296,54;220,8669048
000049485;85;7,5;83,08;17,936
000049491;101;5,04;187,26;13,49168317
000049495;100;5,03;8307,76;178,8106
000049499;100;5,18;80,44;11,8019
000049584;80;4,5;74,57;10,86525
000049590;81;7,54;91,63;16,64074074
000049593;80;4,44;44,92;10,7445
000049597;80;4,48;83,45;10,61925
000049601;81;4,51;49,59;13,54641975
000049609;101;4,87;84,59;12,04732673
000049611;103;4,88;460,73;32,61398058
000049613;101;4,43;81,1;11,80752475
000049617;101;4,43;74,67;11,5949505
000049622;100;4,54;88,85;10,4589
000049626;101;4,56;83,86;12,8639604
000049630;100;4,59;128,2;14,2144
000049631;100;4,49;101,75;12,1032
000049635;104;4,46;170,51;15,41086538
000049637;100;4,91;58,98;11,6407
000049645;101;4,49;59,93;10,70544554
000049651;100;7,16;51,26;16,0473
000049658;100;7,13;83,55;13,1456
000049661;101;7,11;47,71;15,97069307
000049666;100;7,18;68,13;11,7943
000049667;108;7,19;8299;171,4164815
000049675;90;4,5;71,46;11,441
000049678;90;4,5;77,78;11,40933333
000049683;89;4,4;49,84;10,68550562
000049685;90;4,51;44,96;10,10788889
000049689;100;7,05;47,64;13,0623
000049694;100;7,07;73,64;15,8394
000049701;100;7,06;48,65;13,0018
000049702;100;7,15;73,57;14,1893
000049708;101;7,08;8314,05;179,7569307
000049709;100;7,13;28303,53;579,9409
000049713;99;7,16;59,49;13,69686869
000049714;100;7,14;56,63;15,5311
000049720;94;4,56;107,33;15,55510638
000049724;90;4,48;56,12;11,82044444
000049725;90;4,52;50,48;10,21066667
000049728;90;4,48;28389,96;638,761
000049732;91;4,56;48,26;11,53967033
000049739;100;5,38;28584,81;791,8239
000049745;100;5,22;71,95;13,2495
000049751;99;5,25;141,1;16,66585859
000049758;91;5,09;68,83;13,03274725
000049760;103;5,23;8770,81;186,875534
000049767;92;5,17;8368,11;194,8958696
000049775;90;5,17;72,91;12,92133333
000049781;99;5,1;45,9;10,19434343
000049783;100;5,08;8309,8;180,4654
000049786;100;5,1;80,62;13,4122
000049791;102;5,17;28340,06;572,347549
000049827;85;6,37;8381,15;234,4997647
000049829;80;7,14;81,56;17,818
000049831;81;7,07;76,79;18,76432099
000049834;86;7,55;112,36;19,35325581
000049837;80;4,51;57,83;12,205875
000049841;81;6,23;50,99;14,40074074
000049843;80;7,41;173,79;16,244
000049845;80;6,23;83,65;13,266
000049848;80;4,48;59,35;9,940375
000049856;100;4,87;8319,46;183,2608
000049863;102;4,47;88,12;14,96372549
000049867;102;4,91;149,93;16,61245098
000049872;103;4,56;96,46;18,24747573
000049877;105;4,57;81,02;14,60142857
000049884;106;4,9;107,76;15,26462264
000049888;116;4,86;8305,78;165,8462069
000049908;91;4,46;73,97;12,03945055
000049914;90;4,51;47,55;9,86444444
000049919;91;4,46;44,93;8,84087912
000049921;90;4,51;45,21;11,21744444
000049923;90;4,48;50,04;11,94333333
000049930;108;5,26;9299,91;360,6905556
000049936;101;5,29;161,95;19,79891089
000049941;105;5,42;273,07;24,928
000049946;92;5,13;83,49;13,21934783
000049949;91;5;39511;443,5338462
000049955;91;4,96;708335,82;15579,05989
000050075;102;4,89;8416,01;176,9571569
000050080;101;4,98;101,48;14,57861386
000050084;100;4,94;708369,58;14177,4664
000050090;100;5,07;46,22;10,9875
000050091;100;5,06;78,73;12,1411
000050096;102;5,19;75,85;13,07539216
000050100;100;7,29;91,95;15,7325
000050104;101;7,07;39265,78;401,2141584
000050108;100;6,08;54,79;13,4185
000050110;100;5,22;163,09;13,2308
000050112;100;5,22;28498,35;586,7366
000050116;102;5,29;220,74;23,26931373
000050123;100;5,41;104,28;19,2633
000050127;90;4,52;74,93;12,03611111
000050136;90;4,43;45,34;11,52011111
000050138;91;4,52;59,05;11,66197802
000050141;92;4,57;8359,96;192,4206522
000050147;99;7,17;77,91;12,52313131
000050148;100;7,2;94,11;16,8736
000050152;104;7,2;28366,7;833,2645192
000050154;100;6,12;87,52;16,7862
000050158;91;5,09;49,07;12,14769231
000050162;90;5,1;47,22;12,10033333
000050165;88;5,12;71,3;15,445
000050167;90;4,55;50,04;9,74366667
000050171;90;4,48;708313,71;15753,088
000050177;92;4,57;86,69;16,79619565
000050180;94;4,56;86,8;15,20351064
000050184;93;4,43;8312,33;189,784086
000050189;81;4,51;50,66;11,39111111
000050194;80;4,48;8309,83;217,549125
000050197;80;5,97;708392,2;17726,67738
000050200;80;6,34;72,06;11,601375
000050276;101;4,96;86,06;11,26207921
000050283;102;4,94;8474,07;185,8752941
000050285;106;4,91;120,59;14,67
000050291;106;4,85;28595,89;556,2321698
000050293;102;4,54;196,15;16,01745098
000050305;104;4,45;28512,86;567,0636539
000050307;113;4,79;290,94;37,30035398
000050311;110;4,93;177,78;25,63472727
000050389;105;4,94;8386,86;179,1758095
000050434;90;5,08;65,88;11,04722222
000050436;90;5,08;83,75;11,16144444
000050439;100;4,51;227,87;17,1956
000050444;90;5,1;85,51;14,68033333
000050445;191;4,49;199,89;13,72198953
000050446;90;5,11;8313,98;208,0146667
000050450;101;6,02;76,8;12,27584158
000050459;100;6,09;172,24;16,2219
000050461;3;6,1;18,79;14,03333333
000050462;97;6,51;206,55;22,8557732
000050465;91;4,55;60,98;12,58714286
000050469;100;6,11;180,01;19,3142
000050472;101;6,02;68,56;12,66138614
000050473;104;4,9;8319,21;176,9735577
000050474;104;4,94;208,1;18,54403846
000050478;100;6,05;75,64;13,7085
000050480;9;6,11;35,73;17,20555556
000050484;93;4,49;99,16;12,63666667
000050491;90;4,56;144,12;12,907
000050498;90;4,53;48,46;11,66955556
000050501;91;4,56;63,49;11,11934066
000050508;100;5,24;75,99;14,0806
000050514;101;5,4;8302,91;180,9276238
000050519;100;5,24;71,99;13,5762
000050529;101;5,51;719383,76;14272,58624
000050531;101;5,22;8312,03;182,8567327
000050536;101;4,97;68,96;14,2749505
000050539;100;5,06;82,91;12,093
000050542;100;5,16;101,07;19,9653
000050548;80;4,46;55,77;12,892
000050549;81;4,48;92,24;13,16876543
000050550;80;4,47;49,74;13,225875
000050552;80;4,52;49,01;13,011375
000050555;80;4,46;79,77;11,352875
000050561;80;4,47;47,49;10,908125
000050565;100;4,5;161,86;12,6589
000050568;102;4,46;202,62;23,05166667
000050572;100;4,53;81;11,0972
000050575;99;4,86;86,97;13,74
000050578;101;4,5;8452,14;261,6589109
000050579;101;4,44;8365,09;178,7650495
000050582;103;4,53;194,2;23,3123301
000050586;105;4,94;120,66;17,52314286
000050591;102;4,97;383,52;16,56
000050598;90;5,12;81,98;13,149
000050602;92;5,11;85,13;13,28021739
000050605;92;4,96;190,61;18,67163043
000050607;93;5;97,68;14,14043011
000050611;92;5,04;8307,64;192,0257609
000050614;91;4,97;66,92;11,04835165
000050619;90;6,3;80,06;15,33755556
000050623;90;6,31;77,24;14,45333333
000050626;94;6,29;8315,89;191,4320213
000050634;90;6,07;50,84;12,08188889
000050638;90;4,52;84,89;14,77222222
000050645;92;4,47;71,64;11,15978261
000050649;90;4,47;91,63;12,27844444
000050650;91;4,48;28477,5;646,7007692
000050652;90;4,5;82,48;12,33733333
000050668;100;6,1;89,9;14,3197
000050673;100;6,09;64,97;12,9043
000050674;99;6,08;8330,1;180,2187879
000050678;100;6,15;56,04;12,4282
000050679;104;6,17;8301,17;178,6407692
000050686;100;5,29;71,73;13,2613
000050691;103;5,22;29599,13;597,0020388
000050700;100;5;52,8;11,3487
000050701;105;4,99;8319,79;250,8215238
000050705;100;5,04;68,94;12,5263
000050706;97;5,12;89,02;12,9242268
000050709;103;5,23;224,83;17,61048544
000050710;101;4,27;28316,07;683,7891089
000050728;100;4,88;80,04;11,0748
000050744;100;4,49;203,96;18,1572
000050747;101;4,88;8386,09;182,2084158
000050753;80;4,49;44,95;11,159625
000050755;80;4,49;85,04;11,238375
000050759;80;4,5;8317,98;117,645875
000050777;100;6,17;65,15;10,0014
000050785;100;6,2;70,1;10,677
000050786;100;6,15;89,24;14,4742
000050790;100;6,2;86,73;13,7346
000050799;90;6,3;84,37;16,95155556
000050803;92;4,47;8314,88;195,9956522
000050810;101;6;80,13;14,26217822
000050813;100;6,17;28319,92;578,4178
000050821;100;6,16;67,64;11,0544
000050823;100;6,08;83,51;15,8047
000050826;100;6,11;69,98;11,4299
000050831;101;6,16;8304,9;181,2727723
000050834;100;6,18;79,05;13,4087
000050841;96;5,01;39152,88;428,8644792
000050842;91;4,96;81,5;14,64065934
000050847;91;4,47;28360,87;633,7956044
000050852;90;4,52;56,03;11,54266667
000050857;90;4,54;8308,48;196,9836667
000050863;100;5,17;8314,01;180,7863
000050864;117;5,44;10146,01;277,9964957
000050932;101;5;83,03;13,73029703
000050935;100;5,03;59,01;11,4942
000050938;100;5;82,22;12,9364
000050944;100;5,01;81,95;11,98
000050945;100;5,08;80,91;11,2646
000050987;80;4,57;8310,32;217,704625
000050992;80;4,51;47,83;13,47625
000050995;79;4,47;47,85;9,60493671
000050999;100;4,9;85,86;16,138
000051004;100;4,58;29201,75;597,6188
000051007;102;4,55;78,82;12,18794118
000051013;90;4,48;76,76;12,01577778
000051019;89;6,13;8330,64;201,4857303
000051021;91;4,49;87,84;14,71747253
000051024;90;4,52;81,83;11,08455556
000051027;91;4,5;51,09;10,9956044
000051035;94;5;183,9;20,80648936
000051041;95;5,01;8315,04;199,5933684
000051046;90;4,51;88,91;12,171
000051050;90;4,44;72,79;12,26844444
000051052;90;4,52;82,44;10,82577778
000051059;83;5,45;101,84;16,50301205
000051067;101;5,22;311,24;25,64792079
000051068;100;5,24;28385,24;581,5908
000051088;100;6,12;93,04;15,6788
000051109;100;6,12;28393,87;580,9785
000051113;102;6,31;84,17;15,80823529
000051139;100;4,51;8637,06;186,6486
000051143;100;4,53;8497,17;190,8269
000051146;104;4,48;176,65;19,37403846
000051148;101;4,89;97,03;13,49405941
000051152;101;4,87;205,67;13,33019802
000051154;102;4,89;102,92;15,39558824
000051159;80;4,91;50,99;11,328125
000051162;80;4,42;82,77;11,391375
000051166;82;4,53;76,66;12,62573171
000051170;83;4,44;114,18;14,98843373
000051174;80;4,44;51,78;10,70475
000051191;80;4,47;87,91;11,09675
000051197;100;6,05;8296,89;183,6808
000051201;100;6,19;75,1;12,572
000051207;102;6,26;135,42;15,33892157
000051209;100;6,26;46,77;11,6556
000051213;103;6,2;8559,08;429,0691262
000051217;100;6,27;8385,96;181,4345
000051222;98;5,03;238,96;24,23
000051225;94;5;281,15;20,69659574
000051228;91;5,03;187,92;13,84098901
000051233;91;5,03;118,05;11,8556044
000051237;102;6,18;172,74;18,58941176
000051242;100;6,27;86;14,5172
000051244;100;6,24;68,54;16,615
000051247;101;6,2;52,92;11,27415842
000051248;100;6,19;71,19;12,7184
000051255;90;6,15;82,89;16,00388889
000051256;90;4,46;90,85;13,06611111
000051261;90;6,4;66,02;16,324
000051264;90;6,39;94,79;14,98844444
000051268;90;6,53;8329,92;197,2123333
000051275;100;5,41;9211,2;198,893
000051279;101;5,27;236,63;22,81336634
000051284;101;5,21;75,57;12,88128713
000051288;102;5,22;9195,65;197,0929412
000051300;90;4,46;85,66;12,45811111
000051303;91;4,52;47,94;12,08021978
000051305;93;4,51;75,22;12,70086022
000051309;90;4,54;77,04;12,18422222
000051312;100;4,91;99,63;11,8045
000051315;107;4,99;232,75;19,55401869
000051320;101;4,56;8380,25;182,2407921
000051323;107;4,89;28945,68;1094,653271
000051326;100;4,99;83,17;10,8651
000051329;102;4,79;78,22;12,73362745
000051333;100;4,51;110,85;18,8287
000051337;80;4,48;8314,72;219,947625
000051339;84;4,5;202,43;17,3175
000051342;80;4,48;76,73;13,0965
000051362;100;5,02;48;10,2037
000051368;100;5,03;82,79;12,265
000051369;100;5,11;81,64;13,1212
000051374;100;4,99;8304,93;177,1057
000051376;100;5,09;47,75;13,3446
000051419;100;6,29;55,15;13,3749
000051423;100;6,26;62,71;12,9289
000051427;100;6,24;75,02;11,6354
000051433;100;6,33;85,71;12,543
000051438;100;6,26;76,89;13,1488
000051440;100;6,3;82,33;14,6975
000051449;90;6,39;54,05;11,16477778
000051455;90;6,4;80,64;12,12677778
000051459;90;4,56;8365,97;198,1661111
000051462;90;4,51;50,8;10,88733333
000051466;101;6,19;78,84;15,4560396
000051467;100;6,28;77,41;13,545
000051469;90;5,02;60,89;11,24933333
000051471;95;5,09;10339,68;494,5541053
000051476;95;5;111,95;18,35378947
000051485;91;5,02;99,1;15,92175824
000051489;91;5,04;61,82;11,81186813
000051492;90;5,02;8308,19;196,89
000051499;92;4,47;55,31;13,56543478
000051500;94;4,46;72,84;12,90223404
000051503;90;4,52;97,82;10,45066667
000051505;90;4,49;74,25;12,26077778
000051563;102;4,97;94,97;16,66539216
000051565;102;4,94;97,91;14,92362745
000051570;111;4,53;30384,98;303,8716216
000051629;100;5,15;90,93;12,8044
000051637;98;5;9979,6;214,4933674
000051640;100;5,01;8309,92;174,5447
000051645;100;4,99;52,54;11,4877
000051649;100;5,06;18306,2;377,0051
000051653;104;4,52;107,78;16,78317308
000051659;103;4,94;8394,34;176,5069903
000051662;80;4,47;54,89;10,007625
000051667;80;4,48;48,19;9,749875
000051671;80;4,46;46,6;11,1195
000051673;80;4,5;46,08;11,286125
000051685;103;4,87;18382,35;370,853301
000051688;101;4,88;8466,19;190,6833663
000051694;90;4,54;8323,91;196,6051111
000051698;90;4,54;49,67;13,94322222
000051699;90;6,87;88,18;17,54066667
000051702;90;4,48;84,55;12,91644444
000051710;90;4,54;54,18;11,09644444
000051714;94;6,88;97,02;13,10925532
000051716;100;6,36;71,02;13,0347
000051720;100;6,39;18302,27;378,2295
000051724;104;6,35;246,06;23,43326923
000051730;100;6,35;78,92;13,5708
000051738;90;4,56;8309,69;195,3296667
000051741;90;4,54;45,08;10,41344444
000051750;90;4,52;28318,02;641,7598889
000051752;90;4,53;79,92;10,68588889
000051757;91;4,53;57,41;12,76230769
000051762;103;6,32;89,03;15,01427184
000051766;100;6,29;81,04;14,3877
000051769;100;6,42;59,87;11,1394
000051773;100;6,39;98,95;16,0939
000051776;100;6,37;28411,88;581,3008
000051779;102;5,27;82,52;17,22754902
000051783;101;5,2;56,67;12,42950495
000051788;107;5,19;30102,23;1328,032897
000051791;105;5,25;904,32;53,74514286
000051800;90;5,01;54,11;12,05266667
000051806;90;5,03;84,84;12,83211111
000051810;91;5,14;88,92;12,73406593
000051813;90;5,1;8313,86;201,2858889
000051828;102;5,13;70,79;11,16313725
000051831;99;5,07;66,86;10,81535354
000051839;100;5,08;48;11,5005
000051843;100;5,16;72,86;12,9389
000051908;82;4,46;8404,81;116,642439
000051912;81;4,49;9286,78;240,3012346
000051916;80;4,49;45,99;11,09175
000051920;81;4,47;49,92;12,74604938
000051923;80;4,45;51,7;9,16575
000051927;84;4,52;18301,09;447,9042857
000051928;80;4,43;75,73;10,68
000051929;80;4,46;77,61;12,31175
000051961;102;4,5;90,88;11,8427451
000051964;100;4,97;116,76;14,1728
000051969;107;5,14;92,8;14,67869159
000051970;101;4,86;87,87;13,8939604
000052030;92;4,9;74,98;13,91913043
000052034;90;4,91;48,78;9,51477778
000052037;92;4,94;54,85;13,5575
000052043;90;6,48;72,12;13,12611111
000052046;90;6,56;93,97;15,23888889
000052049;102;5,26;28371,97;568,6254902
000052055;100;5,43;19202,14;683,731
000052064;100;5,23;9202,21;196,5051
000052066;102;5,46;142,09;21,21598039
000052074;100;5,24;59,74;14,6732
000052085;101;6,45;71,85;11,05148515
000052090;100;6,31;74,9;14,4004
000052092;100;6,46;76,27;13,196
000052096;90;4,55;8371,6;198,161
000052102;92;4,54;72,89;12,6826087
000052109;90;4,51;28308,28;644,5907778
000052111;91;4,94;95,82;13,34065934
000052114;90;4,51;48,12;11,23777778
000052119;100;6,32;83,26;12,3817
000052121;100;6,38;8312,84;179,1731
000052126;90;5,04;49,83;8,44044444
000052133;90;4,98;28301,4;640,374
000052138;91;5,08;28323,02;636,9991209
000052140;90;5,16;69,06;12,89411111
000052143;90;5,08;52,8;9,98333333
000052145;91;5,09;78,55;13,9521978
000052150;90;6,98;53,73;12,43344444
000052155;90;4,49;44,98;9,57188889
000052158;90;6,8;69,26;15,70166667
000052160;90;6,72;8333,21;201,8981111
000052162;90;6,97;77,19;14,57288889
000052168;91;7,08;92,64;15,96967033
000052173;90;7;49,75;17,08688889
000052175;90;4,52;78,14;14,26622222
000052209;100;5,05;63;10,6638
000052213;100;5,16;85,04;12,8864
000052263;80;4,46;66,87;11,64925
000052268;81;4,58;77,98;11,56925926
000052272;80;4,49;82,6;12,4745
000052276;83;4,47;135,48;17,00084337
000052278;80;4,49;73,68;12,666625
000052281;80;4,46;8313,45;218,248625
000052286;106;5,11;8367,65;173,3863208
000052289;107;4,9;8315,19;174,0539252
000052291;108;4,99;105,16;20,72018519
000052295;102;4,97;28383,83;571,1181373
000052300;105;5,21;70,91;14,19171429
000052304;101;5,21;87,9;15,16009901
000052306;101;4,92;71,85;13,98980198
000052315;107;5,06;8379,15;174,1726168
000052316;106;4,98;291,11;32,39292453
000052319;105;4,52;90;13,38761905
000052322;105;4,45;209,31;22,30285714
000052329;100;4,55;81,88;10,1342
000052333;104;4,56;8314,14;255,6643269
000052337;102;5,03;8380,94;257,9612745
000052340;101;5,01;83,6;16,36366337
000052347;91;5,05;49,55;12,45868132
000052349;91;5,05;80,21;11,47736264
000052352;90;5,07;85,12;15,14222222
000052356;100;6,39;60,87;10,8711
000052363;100;6,43;8325;179,5323
000052364;100;6,49;52,75;14,007
000052374;90;4,45;88,79;11,04411111
000052375;90;4,48;424,01;24,58822222
000052378;91;4,45;8388,42;194,3010989
000052379;90;4,39;87,82;10,85966667
000052381;90;4,59;82,73;11,34
000052384;100;6,5;75,99;13,1039
000052389;100;6,51;84,88;17,4587
000052399;101;6,36;115,69;14,50683168
000052402;100;6,37;60,82;13,5635
000052404;100;6,46;70,95;16,8874
000052412;101;6,37;86,89;15,91188119
000052413;100;6,39;28424,47;585,976
000052418;89;4,57;8363,63;105,7037079
000052421;90;4,59;80,9;14,051
000052423;90;6,82;69,16;16,13788889
000052429;80;4,37;150,72;16,139125
000052431;80;4,45;84,2;16,53375
000052435;84;4,33;8317,85;311,8559524
000052438;94;4,31;8318,15;213,0632979
000052441;82;5,1;308,32;20,36121951
000052444;83;5,1;219,75;21,52819277
000052447;80;4,34;523,81;23,297375
000052452;100;5,22;85,7;16,4659
000052461;107;5,4;256,08;27,64971963
000052465;100;5,41;84,75;16,0776
000052473;100;5,22;8302,5;179,8307
000052491;100;5,06;80,01;10,0411
000052495;103;5,19;219,97;17,97912621
000052498;100;5,07;8307,29;178,442
000052502;100;5,09;8407,02;181,7839
000052530;106;5,06;55,03;14,045
000052535;108;4,53;158,72;19,68592593
000052539;102;4,92;97,27;13,05794118
000052545;100;6,48;71,59;14,3388
000052547;100;6,45;72,91;12,6719
000052551;101;6,37;88,01;17,42633663
000052557;101;6,92;92,82;16,93831683
000052561;90;5,05;49,07;11,60544444
000052565;89;5,16;55,29;12,1058427
000052568;90;5,15;79,88;11,90977778
000052575;100;6,5;82;14,8379
000052576;102;6,53;105,21;18,2372549
000052577;100;6,54;8375,69;184,4732
000052583;101;6,53;52,92;13,29782178
000052586;103;5,19;729577,12;21260,93709
000052596;100;5,26;86,35;16,57
000052598;100;5,32;9185,55;205,9112
000052602;100;5,21;8307,12;182,3318
000052609;100;5,2;113,91;19,6449
000052610;100;5,25;82,72;14,9734
000052614;102;5,05;10033,32;113,382549
000052617;97;5,12;90,75;14,15484536
000052620;103;5,1;179,88;13,46213592
000052622;101;5,21;47,73;11,68049505
000052640;80;4,95;64,98;13,8205
000052644;80;4,48;69,78;12,713
000052646;80;4,48;53,9;11,46325
000052648;80;4,48;49,67;10,195875
000052721;102;4,44;8312,1;176,4696078
000052726;103;4,91;728371,29;14156,32854
000052727;101;4,92;69,15;11,34920792
000052731;101;4,44;49,12;10,86851485
000052736;104;4,5;97,79;13,75894231
000052742;91;5,12;83,7;14,50736264
000052743;90;5,01;75,19;11,54977778
000052751;90;5,05;8308,31;195,3693333
000052752;107;5,01;275,8;36,45747664
000052767;90;4,54;80,75;13,28722222
000052770;90;4,47;60,24;10,46977778
000052772;90;4,46;98,82;12,36844444
000052776;90;4,49;78,01;13,938
000052779;100;6,5;8324,95;179,6011
000052781;100;6,48;55,04;14,7139
000052785;101;6,94;8296,28;178,999901
000052787;100;6,56;56,02;15,7733
000052810;102;4,91;80,08;12,03833333
000052813;100;5,05;88,92;12,842
000052820;102;5,05;105,53;16,0695098
000052823;98;4,68;8689,04;192,9664286
000052850;81;4,47;82,8;13,77901235
000052853;81;4,51;8315,07;217,8548148
000052859;83;4,39;115,41;15,75144578
000052860;82;4,45;92,11;15,35670732
000052865;80;4,44;77,05;13,033875
000052872;101;4,93;87,03;11,66376238
000052880;106;4,5;125,1;18,06641509
000052886;90;7,08;86,14;18,52688889
000052888;96;7,07;8310,07;195,0284375
000052901;91;7,07;47,62;13,36934066
000052904;90;7,16;87,01;16,60022222
000052914;100;6,57;728383,05;14587,4452
000052917;100;6,92;74,47;13,6752
000052925;100;6,52;95,02;14,8486
000052926;100;6,98;93,19;13,0421
000052934;100;6,96;95;16,3067
000052940;90;5,01;70,66;12,56444444
000052943;90;5,09;52,79;9,24855556
000052947;89;4,89;8315,34;199,9501124
000052952;95;4,32;8306,91;192,3577895
000052954;88;5,06;79,57;12,89329545
000052959;90;5,14;79,95;11,503
000052960;94;5,02;8895,11;108,5178723
000052964;93;5,04;73,1;14,21516129
000052968;91;5,05;8371,58;106,1043956
000052970;100;6,99;72,93;15,085
000052975;100;6,96;47,04;16,0745
000052979;101;6,87;8298,05;178,6430693
000052980;100;6,48;72,21;13,7973
000052987;91;4,46;100,32;16,2121978
000052991;90;4,41;728368,97;16193,42178
000052995;90;4,41;48,18;10,81433333
000052998;90;4,49;76,19;12,08833333
000053005;92;4,42;106,1;12,41858696
000053009;90;4,38;49,85;9,993
000053012;100;5,16;99,47;18,1135
000053015;104;5,2;103,01;18,00807692
000053021;102;5,39;134,31;16,17852941
000053026;100;5,44;8311,99;179,5655
000053028;101;5,22;96,94;16,13455446
000053035;98;5,06;83,68;13,4005102
000053037;99;5,05;8304,95;178,719899
000053044;99;5,15;78,92;12,85151515
000053047;102;5,15;70,7;11,25431373
000053124;100;4,92;8306,27;178,7724
000053125;104;5,01;129,15;16,66951923
000053134;100;4,95;97,07;11,124
000053137;100;4,56;8449,55;179,8582
000053141;100;4,97;93,56;13,7829
000053143;82;4,42;96,04;14,20426829
000053146;80;4,45;8310,05;219,168625
000053148;80;4,43;83,75;12,681625
000053150;82;4,56;100,94;15,43402439
000053154;80;4,51;47,65;11,144
000053157;80;4,42;85,83;13,965
000053159;81;4,45;78,93;13,39469136
000053166;101;4,55;47,99;10,72653465
000053167;100;4,73;59,27;12,2171
000053170;105;5,03;123,18;16,57542857
000053172;100;4,98;155,08;14,4386
000053176;102;4,97;29204,75;587,9026471
000053179;100;6,55;64,65;12,8385
000053183;101;7,02;8420,12;184,1692079
000053185;102;7,04;49,87;17,64656863
000053186;101;7,11;88,53;15,39257426
000053189;101;6,58;68,78;12,68891089
000053193;90;4,52;81,14;14,28144444
000053195;91;7,08;151,23;16,24824176
000053203;90;4,49;45,9;10,06688889
000053204;90;4,47;107,84;15,002
000053206;94;4,47;8313,02;190,2411702
000053212;100;6,97;139,66;18,4583
000053213;101;6,97;29481,06;602,3240594
000053215;100;6,97;81,93;17,5583
000053217;100;6,9;8330,22;183,5368
000053225;103;5,24;86,89;16,99184466
000053229;100;5,25;8311,96;182,0376
000053243;98;5,06;171,78;17,79765306
000053247;100;5,14;69,09;11,1267
000053249;100;5,09;81,62;11,7437
000053252;100;5,09;69,32;13,5494
000053296;101;4,42;86,5;10,25415842
000053297;103;4,97;97,32;16,80194175
000053298;100;4,34;80,78;13,7711
000053300;81;4,91;81,86;13,70012346
000053304;80;4,44;8319,72;219,261625
000053306;80;4,48;58,17;10,690625
000053309;80;4,49;8363,99;222,4395
000053313;80;4,45;50,6;8,858
000053325;91;4,47;29134,87;656,3238462
000053328;90;4,49;74,53;12,86811111
000053336;93;5,1;29132,97;951,4850538
000053337;90;5,1;74,84;12,791
